,Block,Blocktrial,Horizon,Item,Sample,TreeA,TreeB,TreeC,TreeD,Size,RT,PressedKey,UnusedTree,TreeColGroup,TreeLeft,TreeMiddle,TreeRight,BlockDuration,InfoRequestNo
1732,3.0,239.0,11.0,90.0,7.0,1.0,,,,8.0,144.0,2.0,4.0,1.0,2.0,1.0,3.0,603.0,0.0
1733,3.0,239.0,11.0,90.0,8.0,1.0,,,,7.0,136.0,2.0,4.0,1.0,2.0,1.0,3.0,603.0,0.0
1734,3.0,239.0,11.0,90.0,9.0,1.0,,,,6.0,144.0,2.0,4.0,1.0,2.0,1.0,3.0,603.0,0.0
1735,3.0,239.0,11.0,90.0,10.0,1.0,,,,7.0,128.0,2.0,4.0,1.0,2.0,1.0,3.0,603.0,0.0
1736,3.0,240.0,11.0,60.0,1.0,,,,1.0,5.0,,,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1737,3.0,240.0,11.0,60.0,2.0,1.0,,,,9.0,,,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1738,3.0,240.0,11.0,60.0,3.0,1.0,,,,9.0,,,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1739,3.0,240.0,11.0,60.0,4.0,1.0,,,,10.0,,,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1740,3.0,240.0,11.0,60.0,5.0,1.0,,,,7.0,3116.0,3.0,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1741,3.0,240.0,11.0,60.0,6.0,1.0,,,,9.0,201.0,3.0,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1742,3.0,240.0,11.0,60.0,7.0,1.0,,,,10.0,151.0,3.0,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1743,3.0,240.0,11.0,60.0,8.0,1.0,,,,8.0,152.0,3.0,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1744,3.0,240.0,11.0,60.0,9.0,1.0,,,,7.0,136.0,3.0,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1745,3.0,240.0,11.0,60.0,10.0,1.0,,,,9.0,144.0,3.0,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1746,3.0,241.0,6.0,93.0,1.0,,,,1.0,2.0,,,1.0,7.0,4.0,3.0,2.0,603.0,0.0
1747,3.0,241.0,6.0,93.0,2.0,,1.0,,,3.0,,,1.0,7.0,4.0,3.0,2.0,603.0,0.0
1748,3.0,241.0,6.0,93.0,3.0,,,1.0,,9.0,2516.0,2.0,1.0,7.0,4.0,3.0,2.0,603.0,0.0
1749,3.0,242.0,11.0,5.0,1.0,,1.0,,,9.0,,,1.0,2.0,4.0,3.0,2.0,603.0,0.0
1750,3.0,242.0,11.0,5.0,2.0,,,,1.0,4.0,,,1.0,2.0,4.0,3.0,2.0,603.0,0.0
1751,3.0,242.0,11.0,5.0,3.0,,1.0,,,8.0,2646.0,3.0,1.0,2.0,4.0,3.0,2.0,603.0,0.0
1752,3.0,242.0,11.0,5.0,4.0,,1.0,,,9.0,137.0,3.0,1.0,2.0,4.0,3.0,2.0,603.0,0.0
1753,3.0,242.0,11.0,5.0,5.0,,1.0,,,7.0,120.0,3.0,1.0,2.0,4.0,3.0,2.0,603.0,0.0
1754,3.0,242.0,11.0,5.0,6.0,,1.0,,,9.0,136.0,3.0,1.0,2.0,4.0,3.0,2.0,603.0,0.0
1755,3.0,242.0,11.0,5.0,7.0,,1.0,,,8.0,136.0,3.0,1.0,2.0,4.0,3.0,2.0,603.0,0.0
1756,3.0,242.0,11.0,5.0,8.0,,1.0,,,7.0,136.0,3.0,1.0,2.0,4.0,3.0,2.0,603.0,0.0
1757,3.0,243.0,11.0,74.0,1.0,,1.0,,,6.0,,,3.0,7.0,2.0,4.0,1.0,603.0,0.0
1758,3.0,243.0,11.0,74.0,2.0,1.0,,,,6.0,,,3.0,7.0,2.0,4.0,1.0,603.0,0.0
1759,3.0,243.0,11.0,74.0,3.0,1.0,,,,5.0,,,3.0,7.0,2.0,4.0,1.0,603.0,0.0
1760,3.0,243.0,11.0,74.0,4.0,1.0,,,,4.0,,,3.0,7.0,2.0,4.0,1.0,603.0,0.0
1761,3.0,243.0,11.0,74.0,5.0,,,,1.0,3.0,,,3.0,7.0,2.0,4.0,1.0,603.0,0.0
1762,3.0,243.0,11.0,74.0,6.0,,1.0,,,5.0,3453.0,1.0,3.0,7.0,2.0,4.0,1.0,603.0,0.0
1763,3.0,243.0,11.0,74.0,7.0,,1.0,,,5.0,184.0,1.0,3.0,7.0,2.0,4.0,1.0,603.0,0.0
1764,3.0,243.0,11.0,74.0,8.0,,1.0,,,6.0,217.0,1.0,3.0,7.0,2.0,4.0,1.0,603.0,0.0
1765,3.0,243.0,11.0,74.0,9.0,,1.0,,,5.0,224.0,1.0,3.0,7.0,2.0,4.0,1.0,603.0,0.0
1766,3.0,243.0,11.0,74.0,10.0,,1.0,,,5.0,168.0,1.0,3.0,7.0,2.0,4.0,1.0,603.0,0.0
1767,3.0,243.0,11.0,74.0,11.0,,1.0,,,6.0,144.0,1.0,3.0,7.0,2.0,4.0,1.0,603.0,0.0
1768,3.0,244.0,6.0,51.0,1.0,1.0,,,,5.0,,,4.0,2.0,3.0,2.0,1.0,603.0,0.0
1769,3.0,244.0,6.0,51.0,2.0,,1.0,,,6.0,,,4.0,2.0,3.0,2.0,1.0,603.0,0.0
1770,3.0,244.0,6.0,51.0,3.0,1.0,,,,4.0,,,4.0,2.0,3.0,2.0,1.0,603.0,0.0
1771,3.0,244.0,6.0,51.0,4.0,1.0,,,,3.0,,,4.0,2.0,3.0,2.0,1.0,603.0,0.0
1772,3.0,244.0,6.0,51.0,5.0,,,1.0,,8.0,3258.0,1.0,4.0,2.0,3.0,2.0,1.0,603.0,0.0
1773,3.0,245.0,11.0,38.0,1.0,1.0,,,,7.0,,,2.0,5.0,3.0,1.0,4.0,603.0,0.0
1774,3.0,245.0,11.0,38.0,2.0,,,,1.0,5.0,,,2.0,5.0,3.0,1.0,4.0,603.0,0.0
1775,3.0,245.0,11.0,38.0,3.0,1.0,,,,7.0,,,2.0,5.0,3.0,1.0,4.0,603.0,0.0
1776,3.0,245.0,11.0,38.0,4.0,1.0,,,,7.0,,,2.0,5.0,3.0,1.0,4.0,603.0,0.0
1777,3.0,245.0,11.0,38.0,5.0,,,1.0,,8.0,12827.0,1.0,2.0,5.0,3.0,1.0,4.0,603.0,0.0
1778,3.0,245.0,11.0,38.0,6.0,,,1.0,,6.0,568.0,1.0,2.0,5.0,3.0,1.0,4.0,603.0,0.0
1779,3.0,245.0,11.0,38.0,7.0,,,1.0,,8.0,153.0,1.0,2.0,5.0,3.0,1.0,4.0,603.0,0.0
1780,3.0,245.0,11.0,38.0,8.0,,,1.0,,9.0,134.0,1.0,2.0,5.0,3.0,1.0,4.0,603.0,0.0
1781,3.0,245.0,11.0,38.0,9.0,,,1.0,,7.0,146.0,1.0,2.0,5.0,3.0,1.0,4.0,603.0,0.0
1782,3.0,245.0,11.0,38.0,10.0,,,1.0,,8.0,158.0,1.0,2.0,5.0,3.0,1.0,4.0,603.0,0.0
1783,3.0,246.0,6.0,24.0,1.0,,,,1.0,2.0,,,1.0,5.0,3.0,4.0,2.0,603.0,0.0
1784,3.0,246.0,6.0,24.0,2.0,,1.0,,,8.0,,,1.0,5.0,3.0,4.0,2.0,603.0,0.0
1785,3.0,246.0,6.0,24.0,3.0,,1.0,,,6.0,3765.0,3.0,1.0,5.0,3.0,4.0,2.0,603.0,0.0
1786,3.0,247.0,6.0,87.0,1.0,,1.0,,,3.0,,,1.0,5.0,2.0,4.0,3.0,603.0,0.0
1787,3.0,247.0,6.0,87.0,2.0,,,,1.0,2.0,,,1.0,5.0,2.0,4.0,3.0,603.0,0.0
1788,3.0,247.0,6.0,87.0,3.0,,,1.0,,8.0,2862.0,3.0,1.0,5.0,2.0,4.0,3.0,603.0,0.0
1789,3.0,248.0,11.0,45.0,1.0,,,,1.0,2.0,,,2.0,7.0,3.0,4.0,1.0,603.0,0.0
1790,3.0,248.0,11.0,45.0,2.0,1.0,,,,4.0,,,2.0,7.0,3.0,4.0,1.0,603.0,0.0
1791,3.0,248.0,11.0,45.0,3.0,1.0,,,,4.0,,,2.0,7.0,3.0,4.0,1.0,603.0,0.0
1792,3.0,248.0,11.0,45.0,4.0,1.0,,,,3.0,,,2.0,7.0,3.0,4.0,1.0,603.0,0.0
1793,3.0,248.0,11.0,45.0,5.0,,,1.0,,4.0,3147.0,1.0,2.0,7.0,3.0,4.0,1.0,603.0,0.0
1794,3.0,248.0,11.0,45.0,6.0,,,1.0,,3.0,584.0,1.0,2.0,7.0,3.0,4.0,1.0,603.0,0.0
1795,3.0,248.0,11.0,45.0,7.0,,,1.0,,3.0,200.0,1.0,2.0,7.0,3.0,4.0,1.0,603.0,0.0
1796,3.0,248.0,11.0,45.0,8.0,,,1.0,,3.0,168.0,1.0,2.0,7.0,3.0,4.0,1.0,603.0,0.0
1797,3.0,248.0,11.0,45.0,9.0,,,1.0,,3.0,711.0,1.0,2.0,7.0,3.0,4.0,1.0,603.0,0.0
1798,3.0,248.0,11.0,45.0,10.0,,,1.0,,3.0,161.0,1.0,2.0,7.0,3.0,4.0,1.0,603.0,0.0
1799,3.0,249.0,11.0,66.0,1.0,1.0,,,,7.0,,,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1800,3.0,249.0,11.0,66.0,2.0,,,,1.0,3.0,,,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1801,3.0,249.0,11.0,66.0,3.0,,1.0,,,10.0,,,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1802,3.0,249.0,11.0,66.0,4.0,1.0,,,,8.0,,,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1803,3.0,249.0,11.0,66.0,5.0,1.0,,,,8.0,,,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1804,3.0,249.0,11.0,66.0,6.0,,1.0,,,10.0,2534.0,3.0,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1805,3.0,249.0,11.0,66.0,7.0,,1.0,,,10.0,152.0,3.0,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1806,3.0,249.0,11.0,66.0,8.0,,1.0,,,10.0,144.0,3.0,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1807,3.0,249.0,11.0,66.0,9.0,,1.0,,,10.0,128.0,3.0,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1808,3.0,249.0,11.0,66.0,10.0,,1.0,,,10.0,135.0,3.0,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1809,3.0,249.0,11.0,66.0,11.0,,1.0,,,9.0,161.0,3.0,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1810,3.0,250.0,6.0,56.0,1.0,,,,1.0,6.0,,,1.0,4.0,2.0,3.0,4.0,603.0,0.0
1811,3.0,250.0,6.0,56.0,2.0,,1.0,,,7.0,,,1.0,4.0,2.0,3.0,4.0,603.0,0.0
1812,3.0,250.0,6.0,56.0,3.0,,1.0,,,8.0,2641.0,1.0,1.0,4.0,2.0,3.0,4.0,603.0,0.0
1813,3.0,251.0,6.0,60.0,1.0,,,,1.0,5.0,,,2.0,5.0,4.0,1.0,3.0,603.0,0.0
1814,3.0,251.0,6.0,60.0,2.0,1.0,,,,9.0,,,2.0,5.0,4.0,1.0,3.0,603.0,0.0
1815,3.0,251.0,6.0,60.0,3.0,1.0,,,,9.0,,,2.0,5.0,4.0,1.0,3.0,603.0,0.0
1816,3.0,251.0,6.0,60.0,4.0,1.0,,,,10.0,,,2.0,5.0,4.0,1.0,3.0,603.0,0.0
1817,3.0,251.0,6.0,60.0,5.0,,,,1.0,7.0,1359.0,1.0,2.0,5.0,4.0,1.0,3.0,603.0,0.0
1818,3.0,252.0,6.0,63.0,1.0,1.0,,,,6.0,,,4.0,8.0,3.0,2.0,1.0,603.0,0.0
1819,3.0,252.0,6.0,63.0,2.0,1.0,,,,6.0,,,4.0,8.0,3.0,2.0,1.0,603.0,0.0
1820,3.0,252.0,6.0,63.0,3.0,1.0,,,,6.0,,,4.0,8.0,3.0,2.0,1.0,603.0,0.0
1821,3.0,252.0,6.0,63.0,4.0,,1.0,,,8.0,,,4.0,8.0,3.0,2.0,1.0,603.0,0.0
1822,3.0,252.0,6.0,63.0,5.0,,1.0,,,7.0,2375.0,2.0,4.0,8.0,3.0,2.0,1.0,603.0,0.0
1823,3.0,253.0,11.0,87.0,1.0,,1.0,,,3.0,,,1.0,3.0,3.0,2.0,4.0,603.0,0.0
1824,3.0,253.0,11.0,87.0,2.0,,,,1.0,2.0,,,1.0,3.0,3.0,2.0,4.0,603.0,0.0
1825,3.0,253.0,11.0,87.0,3.0,,,1.0,,8.0,2835.0,1.0,1.0,3.0,3.0,2.0,4.0,603.0,0.0
1826,3.0,253.0,11.0,87.0,4.0,,,1.0,,8.0,560.0,1.0,1.0,3.0,3.0,2.0,4.0,603.0,0.0
1827,3.0,253.0,11.0,87.0,5.0,,,1.0,,8.0,185.0,1.0,1.0,3.0,3.0,2.0,4.0,603.0,0.0
1828,3.0,253.0,11.0,87.0,6.0,,,1.0,,7.0,215.0,1.0,1.0,3.0,3.0,2.0,4.0,603.0,0.0
1829,3.0,253.0,11.0,87.0,7.0,,,1.0,,8.0,167.0,1.0,1.0,3.0,3.0,2.0,4.0,603.0,0.0
1830,3.0,253.0,11.0,87.0,8.0,,,1.0,,8.0,145.0,1.0,1.0,3.0,3.0,2.0,4.0,603.0,0.0
1831,3.0,254.0,6.0,97.0,1.0,,,,1.0,2.0,,,3.0,8.0,4.0,2.0,1.0,603.0,0.0
1832,3.0,254.0,6.0,97.0,2.0,1.0,,,,5.0,,,3.0,8.0,4.0,2.0,1.0,603.0,0.0
1833,3.0,254.0,6.0,97.0,3.0,1.0,,,,4.0,,,3.0,8.0,4.0,2.0,1.0,603.0,0.0
1834,3.0,254.0,6.0,97.0,4.0,1.0,,,,5.0,,,3.0,8.0,4.0,2.0,1.0,603.0,0.0
1835,3.0,254.0,6.0,97.0,5.0,,1.0,,,3.0,,,3.0,8.0,4.0,2.0,1.0,603.0,0.0
1836,3.0,254.0,6.0,97.0,6.0,1.0,,,,3.0,2925.0,3.0,3.0,8.0,4.0,2.0,1.0,603.0,0.0
1837,3.0,255.0,11.0,12.0,1.0,1.0,,,,3.0,,,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1838,3.0,255.0,11.0,12.0,2.0,1.0,,,,4.0,,,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1839,3.0,255.0,11.0,12.0,3.0,1.0,,,,3.0,,,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1840,3.0,255.0,11.0,12.0,4.0,,,,1.0,2.0,,,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1841,3.0,255.0,11.0,12.0,5.0,,,1.0,,4.0,3021.0,1.0,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1842,3.0,255.0,11.0,12.0,6.0,,,1.0,,7.0,1360.0,1.0,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1843,3.0,255.0,11.0,12.0,7.0,,,1.0,,5.0,247.0,1.0,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1844,3.0,255.0,11.0,12.0,8.0,,,1.0,,6.0,153.0,1.0,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1845,3.0,255.0,11.0,12.0,9.0,,,1.0,,6.0,392.0,1.0,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1846,3.0,255.0,11.0,12.0,10.0,,,1.0,,4.0,280.0,1.0,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1847,3.0,256.0,6.0,84.0,1.0,,,,1.0,2.0,,,1.0,3.0,2.0,4.0,3.0,603.0,0.0
1848,3.0,256.0,6.0,84.0,2.0,,1.0,,,3.0,,,1.0,3.0,2.0,4.0,3.0,603.0,0.0
1849,3.0,256.0,6.0,84.0,3.0,,,1.0,,4.0,3228.0,3.0,1.0,3.0,2.0,4.0,3.0,603.0,0.0
1850,3.0,257.0,6.0,52.0,1.0,,,,1.0,3.0,,,1.0,4.0,3.0,4.0,2.0,603.0,0.0
1851,3.0,257.0,6.0,52.0,2.0,,1.0,,,7.0,,,1.0,4.0,3.0,4.0,2.0,603.0,0.0
1852,3.0,257.0,6.0,52.0,3.0,,1.0,,,7.0,3074.0,3.0,1.0,4.0,3.0,4.0,2.0,603.0,0.0
1853,3.0,258.0,11.0,84.0,1.0,,,,1.0,2.0,,,1.0,3.0,2.0,3.0,4.0,603.0,0.0
1854,3.0,258.0,11.0,84.0,2.0,,1.0,,,3.0,,,1.0,3.0,2.0,3.0,4.0,603.0,0.0
1855,3.0,258.0,11.0,84.0,3.0,,,1.0,,4.0,2604.0,2.0,1.0,3.0,2.0,3.0,4.0,603.0,0.0
1856,3.0,258.0,11.0,84.0,4.0,,,1.0,,5.0,808.0,2.0,1.0,3.0,2.0,3.0,4.0,603.0,0.0
1857,3.0,258.0,11.0,84.0,5.0,,,1.0,,3.0,232.0,2.0,1.0,3.0,2.0,3.0,4.0,603.0,0.0
1858,3.0,258.0,11.0,84.0,6.0,,,1.0,,3.0,160.0,2.0,1.0,3.0,2.0,3.0,4.0,603.0,0.0
1859,3.0,258.0,11.0,84.0,7.0,,,1.0,,5.0,160.0,2.0,1.0,3.0,2.0,3.0,4.0,603.0,0.0
1860,3.0,258.0,11.0,84.0,8.0,,,1.0,,3.0,144.0,2.0,1.0,3.0,2.0,3.0,4.0,603.0,0.0
1861,3.0,259.0,6.0,9.0,1.0,,1.0,,,7.0,,,1.0,6.0,2.0,3.0,4.0,603.0,0.0
1862,3.0,259.0,6.0,9.0,2.0,,,,1.0,3.0,,,1.0,6.0,2.0,3.0,4.0,603.0,0.0
1863,3.0,259.0,6.0,9.0,3.0,,1.0,,,8.0,2061.0,1.0,1.0,6.0,2.0,3.0,4.0,603.0,0.0
1864,3.0,260.0,6.0,5.0,1.0,,1.0,,,9.0,,,1.0,4.0,3.0,2.0,4.0,603.0,0.0
1865,3.0,260.0,6.0,5.0,2.0,,,,1.0,4.0,,,1.0,4.0,3.0,2.0,4.0,603.0,0.0
1866,3.0,260.0,6.0,5.0,3.0,,1.0,,,8.0,2103.0,2.0,1.0,4.0,3.0,2.0,4.0,603.0,0.0
1867,3.0,261.0,6.0,14.0,1.0,1.0,,,,6.0,,,3.0,7.0,1.0,4.0,2.0,603.0,0.0
1868,3.0,261.0,6.0,14.0,2.0,1.0,,,,7.0,,,3.0,7.0,1.0,4.0,2.0,603.0,0.0
1869,3.0,261.0,6.0,14.0,3.0,,,,1.0,4.0,,,3.0,7.0,1.0,4.0,2.0,603.0,0.0
1870,3.0,261.0,6.0,14.0,4.0,,1.0,,,7.0,,,3.0,7.0,1.0,4.0,2.0,603.0,0.0
1871,3.0,261.0,6.0,14.0,5.0,1.0,,,,5.0,,,3.0,7.0,1.0,4.0,2.0,603.0,0.0
1872,3.0,261.0,6.0,14.0,6.0,,1.0,,,5.0,3378.0,3.0,3.0,7.0,1.0,4.0,2.0,603.0,0.0
1873,3.0,262.0,11.0,85.0,1.0,1.0,,,,9.0,,,4.0,4.0,1.0,2.0,3.0,603.0,0.0
1874,3.0,262.0,11.0,85.0,2.0,1.0,,,,7.0,,,4.0,4.0,1.0,2.0,3.0,603.0,0.0
1875,3.0,262.0,11.0,85.0,3.0,1.0,,,,8.0,,,4.0,4.0,1.0,2.0,3.0,603.0,0.0
1876,3.0,262.0,11.0,85.0,4.0,,1.0,,,4.0,,,4.0,4.0,1.0,2.0,3.0,603.0,0.0
1877,3.0,262.0,11.0,85.0,5.0,1.0,,,,7.0,1981.0,1.0,4.0,4.0,1.0,2.0,3.0,603.0,0.0
1878,3.0,262.0,11.0,85.0,6.0,1.0,,,,7.0,168.0,1.0,4.0,4.0,1.0,2.0,3.0,603.0,0.0
1879,3.0,262.0,11.0,85.0,7.0,1.0,,,,8.0,151.0,1.0,4.0,4.0,1.0,2.0,3.0,603.0,0.0
1880,3.0,262.0,11.0,85.0,8.0,1.0,,,,7.0,145.0,1.0,4.0,4.0,1.0,2.0,3.0,603.0,0.0
1881,3.0,262.0,11.0,85.0,9.0,1.0,,,,9.0,144.0,1.0,4.0,4.0,1.0,2.0,3.0,603.0,0.0
1882,3.0,262.0,11.0,85.0,10.0,1.0,,,,9.0,160.0,1.0,4.0,4.0,1.0,2.0,3.0,603.0,0.0
1883,3.0,263.0,11.0,83.0,1.0,,,,1.0,2.0,,,1.0,2.0,3.0,4.0,2.0,603.0,0.0
1884,3.0,263.0,11.0,83.0,2.0,,1.0,,,3.0,,,1.0,2.0,3.0,4.0,2.0,603.0,0.0
1885,3.0,263.0,11.0,83.0,3.0,,,1.0,,6.0,2987.0,1.0,1.0,2.0,3.0,4.0,2.0,603.0,0.0
1886,3.0,263.0,11.0,83.0,4.0,,,1.0,,6.0,536.0,1.0,1.0,2.0,3.0,4.0,2.0,603.0,0.0
1887,3.0,263.0,11.0,83.0,5.0,,,1.0,,6.0,200.0,1.0,1.0,2.0,3.0,4.0,2.0,603.0,0.0
1888,3.0,263.0,11.0,83.0,6.0,,,1.0,,5.0,233.0,1.0,1.0,2.0,3.0,4.0,2.0,603.0,0.0
1889,3.0,263.0,11.0,83.0,7.0,,,1.0,,3.0,174.0,1.0,1.0,2.0,3.0,4.0,2.0,603.0,0.0
1890,3.0,263.0,11.0,83.0,8.0,,,1.0,,6.0,257.0,1.0,1.0,2.0,3.0,4.0,2.0,603.0,0.0
1891,3.0,264.0,6.0,39.0,1.0,1.0,,,,5.0,,,3.0,8.0,4.0,1.0,2.0,603.0,0.0
1892,3.0,264.0,6.0,39.0,2.0,,,,1.0,2.0,,,3.0,8.0,4.0,1.0,2.0,603.0,0.0
1893,3.0,264.0,6.0,39.0,3.0,1.0,,,,5.0,,,3.0,8.0,4.0,1.0,2.0,603.0,0.0
1894,3.0,264.0,6.0,39.0,4.0,,1.0,,,3.0,,,3.0,8.0,4.0,1.0,2.0,603.0,0.0
1895,3.0,264.0,6.0,39.0,5.0,1.0,,,,4.0,,,3.0,8.0,4.0,1.0,2.0,603.0,0.0
1896,3.0,264.0,6.0,39.0,6.0,1.0,,,,5.0,2850.0,2.0,3.0,8.0,4.0,1.0,2.0,603.0,0.0
1897,3.0,265.0,11.0,10.0,1.0,1.0,,,,7.0,,,3.0,5.0,2.0,4.0,1.0,603.0,0.0
1898,3.0,265.0,11.0,10.0,2.0,,,,1.0,6.0,,,3.0,5.0,2.0,4.0,1.0,603.0,0.0
1899,3.0,265.0,11.0,10.0,3.0,,1.0,,,9.0,,,3.0,5.0,2.0,4.0,1.0,603.0,0.0
1900,3.0,265.0,11.0,10.0,4.0,1.0,,,,8.0,,,3.0,5.0,2.0,4.0,1.0,603.0,0.0
1901,3.0,265.0,11.0,10.0,5.0,1.0,,,,8.0,,,3.0,5.0,2.0,4.0,1.0,603.0,0.0
1902,3.0,265.0,11.0,10.0,6.0,,1.0,,,6.0,2927.0,1.0,3.0,5.0,2.0,4.0,1.0,603.0,0.0
1903,3.0,265.0,11.0,10.0,7.0,,1.0,,,8.0,152.0,1.0,3.0,5.0,2.0,4.0,1.0,603.0,0.0
1904,3.0,265.0,11.0,10.0,8.0,,1.0,,,9.0,152.0,1.0,3.0,5.0,2.0,4.0,1.0,603.0,0.0
1905,3.0,265.0,11.0,10.0,9.0,,1.0,,,7.0,152.0,1.0,3.0,5.0,2.0,4.0,1.0,603.0,0.0
1906,3.0,265.0,11.0,10.0,10.0,,1.0,,,8.0,136.0,1.0,3.0,5.0,2.0,4.0,1.0,603.0,0.0
1907,3.0,265.0,11.0,10.0,11.0,,1.0,,,7.0,152.0,1.0,3.0,5.0,2.0,4.0,1.0,603.0,0.0
1908,3.0,266.0,6.0,88.0,1.0,1.0,,,,5.0,,,4.0,6.0,1.0,2.0,3.0,603.0,0.0
1909,3.0,266.0,6.0,88.0,2.0,1.0,,,,8.0,,,4.0,6.0,1.0,2.0,3.0,603.0,0.0
1910,3.0,266.0,6.0,88.0,3.0,,1.0,,,5.0,,,4.0,6.0,1.0,2.0,3.0,603.0,0.0
1911,3.0,266.0,6.0,88.0,4.0,1.0,,,,5.0,,,4.0,6.0,1.0,2.0,3.0,603.0,0.0
1912,3.0,266.0,6.0,88.0,5.0,1.0,,,,5.0,3134.0,1.0,4.0,6.0,1.0,2.0,3.0,603.0,0.0
1913,3.0,267.0,6.0,86.0,1.0,,,,1.0,2.0,,,1.0,5.0,4.0,3.0,2.0,603.0,0.0
1914,3.0,267.0,6.0,86.0,2.0,,1.0,,,4.0,,,1.0,5.0,4.0,3.0,2.0,603.0,0.0
1915,3.0,267.0,6.0,86.0,3.0,,,1.0,,3.0,3676.0,2.0,1.0,5.0,4.0,3.0,2.0,603.0,0.0
1916,3.0,268.0,11.0,70.0,1.0,1.0,,,,7.0,,,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1917,3.0,268.0,11.0,70.0,2.0,,1.0,,,10.0,,,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1918,3.0,268.0,11.0,70.0,3.0,1.0,,,,9.0,,,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1919,3.0,268.0,11.0,70.0,4.0,1.0,,,,9.0,,,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1920,3.0,268.0,11.0,70.0,5.0,,,,1.0,4.0,,,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1921,3.0,268.0,11.0,70.0,6.0,,1.0,,,10.0,7746.0,3.0,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1922,3.0,268.0,11.0,70.0,7.0,,1.0,,,9.0,178.0,3.0,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1923,3.0,268.0,11.0,70.0,8.0,,1.0,,,10.0,150.0,3.0,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1924,3.0,268.0,11.0,70.0,9.0,,1.0,,,9.0,144.0,3.0,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1925,3.0,268.0,11.0,70.0,10.0,,1.0,,,10.0,136.0,3.0,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1926,3.0,268.0,11.0,70.0,11.0,,1.0,,,10.0,136.0,3.0,3.0,5.0,1.0,4.0,2.0,603.0,0.0
1927,3.0,269.0,11.0,11.0,1.0,1.0,,,,9.0,,,2.0,3.0,1.0,4.0,3.0,603.0,0.0
1928,3.0,269.0,11.0,11.0,2.0,1.0,,,,8.0,,,2.0,3.0,1.0,4.0,3.0,603.0,0.0
1929,3.0,269.0,11.0,11.0,3.0,1.0,,,,10.0,,,2.0,3.0,1.0,4.0,3.0,603.0,0.0
1930,3.0,269.0,11.0,11.0,4.0,,,,1.0,5.0,,,2.0,3.0,1.0,4.0,3.0,603.0,0.0
1931,3.0,269.0,11.0,11.0,5.0,1.0,,,,10.0,2940.0,1.0,2.0,3.0,1.0,4.0,3.0,603.0,0.0
1932,3.0,269.0,11.0,11.0,6.0,1.0,,,,8.0,160.0,1.0,2.0,3.0,1.0,4.0,3.0,603.0,0.0
1933,3.0,269.0,11.0,11.0,7.0,1.0,,,,9.0,144.0,1.0,2.0,3.0,1.0,4.0,3.0,603.0,0.0
1934,3.0,269.0,11.0,11.0,8.0,1.0,,,,9.0,136.0,1.0,2.0,3.0,1.0,4.0,3.0,603.0,0.0
1935,3.0,269.0,11.0,11.0,9.0,1.0,,,,9.0,152.0,1.0,2.0,3.0,1.0,4.0,3.0,603.0,0.0
1936,3.0,269.0,11.0,11.0,10.0,1.0,,,,8.0,145.0,1.0,2.0,3.0,1.0,4.0,3.0,603.0,0.0
1937,3.0,270.0,11.0,69.0,1.0,1.0,,,,7.0,,,2.0,4.0,4.0,3.0,1.0,603.0,0.0
