,Block,Blocktrial,Horizon,Item,Sample,TreeA,TreeB,TreeC,TreeD,Size,RT,PressedKey,UnusedTree,TreeColGroup,TreeLeft,TreeMiddle,TreeRight,BlockDuration,InfoRequestNo
1525,3.0,211.0,11.0,53.0,6.0,,1.0,,,8.0,152.0,2.0,1.0,7.0,3.0,2.0,4.0,603.0,0.0
1526,3.0,211.0,11.0,53.0,7.0,,1.0,,,10.0,160.0,2.0,1.0,7.0,3.0,2.0,4.0,603.0,0.0
1527,3.0,211.0,11.0,53.0,8.0,,1.0,,,9.0,160.0,2.0,1.0,7.0,3.0,2.0,4.0,603.0,0.0
1528,3.0,212.0,11.0,95.0,1.0,,1.0,,,3.0,,,1.0,4.0,4.0,3.0,2.0,603.0,0.0
1529,3.0,212.0,11.0,95.0,2.0,,,,1.0,2.0,,,1.0,4.0,4.0,3.0,2.0,603.0,0.0
1530,3.0,212.0,11.0,95.0,3.0,,,1.0,,4.0,5602.0,2.0,1.0,4.0,4.0,3.0,2.0,603.0,0.0
1531,3.0,212.0,11.0,95.0,4.0,,,1.0,,3.0,1064.0,2.0,1.0,4.0,4.0,3.0,2.0,603.0,0.0
1532,3.0,212.0,11.0,95.0,5.0,,,1.0,,3.0,176.0,2.0,1.0,4.0,4.0,3.0,2.0,603.0,0.0
1533,3.0,212.0,11.0,95.0,6.0,,,1.0,,4.0,152.0,2.0,1.0,4.0,4.0,3.0,2.0,603.0,0.0
1534,3.0,212.0,11.0,95.0,7.0,,,1.0,,4.0,160.0,2.0,1.0,4.0,4.0,3.0,2.0,603.0,0.0
1535,3.0,212.0,11.0,95.0,8.0,,,1.0,,3.0,152.0,2.0,1.0,4.0,4.0,3.0,2.0,603.0,0.0
1536,3.0,213.0,11.0,39.0,1.0,1.0,,,,5.0,,,3.0,2.0,4.0,2.0,1.0,603.0,0.0
1537,3.0,213.0,11.0,39.0,2.0,,,,1.0,2.0,,,3.0,2.0,4.0,2.0,1.0,603.0,0.0
1538,3.0,213.0,11.0,39.0,3.0,1.0,,,,5.0,,,3.0,2.0,4.0,2.0,1.0,603.0,0.0
1539,3.0,213.0,11.0,39.0,4.0,,1.0,,,3.0,,,3.0,2.0,4.0,2.0,1.0,603.0,0.0
1540,3.0,213.0,11.0,39.0,5.0,1.0,,,,4.0,,,3.0,2.0,4.0,2.0,1.0,603.0,0.0
1541,3.0,213.0,11.0,39.0,6.0,1.0,,,,5.0,3677.0,3.0,3.0,2.0,4.0,2.0,1.0,603.0,0.0
1542,3.0,213.0,11.0,39.0,7.0,1.0,,,,5.0,152.0,3.0,3.0,2.0,4.0,2.0,1.0,603.0,0.0
1543,3.0,213.0,11.0,39.0,8.0,1.0,,,,4.0,136.0,3.0,3.0,2.0,4.0,2.0,1.0,603.0,0.0
1544,3.0,213.0,11.0,39.0,9.0,1.0,,,,5.0,152.0,3.0,3.0,2.0,4.0,2.0,1.0,603.0,0.0
1545,3.0,213.0,11.0,39.0,10.0,1.0,,,,3.0,128.0,3.0,3.0,2.0,4.0,2.0,1.0,603.0,0.0
1546,3.0,213.0,11.0,39.0,11.0,1.0,,,,4.0,136.0,3.0,3.0,2.0,4.0,2.0,1.0,603.0,0.0
1547,3.0,214.0,11.0,79.0,1.0,,,,1.0,2.0,,,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1548,3.0,214.0,11.0,79.0,2.0,,1.0,,,4.0,,,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1549,3.0,214.0,11.0,79.0,3.0,1.0,,,,6.0,,,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1550,3.0,214.0,11.0,79.0,4.0,1.0,,,,6.0,,,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1551,3.0,214.0,11.0,79.0,5.0,1.0,,,,6.0,,,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1552,3.0,214.0,11.0,79.0,6.0,1.0,,,,6.0,2559.0,2.0,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1553,3.0,214.0,11.0,79.0,7.0,1.0,,,,6.0,167.0,2.0,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1554,3.0,214.0,11.0,79.0,8.0,1.0,,,,5.0,144.0,2.0,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1555,3.0,214.0,11.0,79.0,9.0,1.0,,,,7.0,160.0,2.0,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1556,3.0,214.0,11.0,79.0,10.0,1.0,,,,6.0,336.0,2.0,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1557,3.0,214.0,11.0,79.0,11.0,1.0,,,,6.0,232.0,2.0,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1558,3.0,215.0,6.0,41.0,1.0,1.0,,,,5.0,,,3.0,3.0,1.0,2.0,4.0,603.0,0.0
1559,3.0,215.0,6.0,41.0,2.0,,1.0,,,4.0,,,3.0,3.0,1.0,2.0,4.0,603.0,0.0
1560,3.0,215.0,6.0,41.0,3.0,,,,1.0,3.0,,,3.0,3.0,1.0,2.0,4.0,603.0,0.0
1561,3.0,215.0,6.0,41.0,4.0,1.0,,,,4.0,,,3.0,3.0,1.0,2.0,4.0,603.0,0.0
1562,3.0,215.0,6.0,41.0,5.0,1.0,,,,5.0,,,3.0,3.0,1.0,2.0,4.0,603.0,0.0
1563,3.0,215.0,6.0,41.0,6.0,1.0,,,,5.0,3182.0,1.0,3.0,3.0,1.0,2.0,4.0,603.0,0.0
1564,3.0,216.0,11.0,50.0,1.0,,,,1.0,2.0,,,2.0,6.0,4.0,3.0,1.0,603.0,0.0
1565,3.0,216.0,11.0,50.0,2.0,1.0,,,,7.0,,,2.0,6.0,4.0,3.0,1.0,603.0,0.0
1566,3.0,216.0,11.0,50.0,3.0,1.0,,,,6.0,,,2.0,6.0,4.0,3.0,1.0,603.0,0.0
1567,3.0,216.0,11.0,50.0,4.0,1.0,,,,6.0,,,2.0,6.0,4.0,3.0,1.0,603.0,0.0
1568,3.0,216.0,11.0,50.0,5.0,,,1.0,,5.0,4721.0,2.0,2.0,6.0,4.0,3.0,1.0,603.0,0.0
1569,3.0,216.0,11.0,50.0,6.0,1.0,,,,5.0,1577.0,3.0,2.0,6.0,4.0,3.0,1.0,603.0,0.0
1570,3.0,216.0,11.0,50.0,7.0,1.0,,,,6.0,208.0,3.0,2.0,6.0,4.0,3.0,1.0,603.0,0.0
1571,3.0,216.0,11.0,50.0,8.0,1.0,,,,6.0,152.0,3.0,2.0,6.0,4.0,3.0,1.0,603.0,0.0
1572,3.0,216.0,11.0,50.0,9.0,1.0,,,,7.0,136.0,3.0,2.0,6.0,4.0,3.0,1.0,603.0,0.0
1573,3.0,216.0,11.0,50.0,10.0,1.0,,,,5.0,120.0,3.0,2.0,6.0,4.0,3.0,1.0,603.0,0.0
1574,3.0,217.0,6.0,12.0,1.0,1.0,,,,3.0,,,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1575,3.0,217.0,6.0,12.0,2.0,1.0,,,,4.0,,,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1576,3.0,217.0,6.0,12.0,3.0,1.0,,,,3.0,,,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1577,3.0,217.0,6.0,12.0,4.0,,,,1.0,2.0,,,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1578,3.0,217.0,6.0,12.0,5.0,,,1.0,,4.0,4110.0,2.0,2.0,3.0,4.0,3.0,1.0,603.0,0.0
1579,3.0,218.0,11.0,86.0,1.0,,,,1.0,2.0,,,1.0,6.0,3.0,4.0,2.0,603.0,0.0
1580,3.0,218.0,11.0,86.0,2.0,,1.0,,,4.0,,,1.0,6.0,3.0,4.0,2.0,603.0,0.0
1581,3.0,218.0,11.0,86.0,3.0,,,1.0,,3.0,3863.0,1.0,1.0,6.0,3.0,4.0,2.0,603.0,0.0
1582,3.0,218.0,11.0,86.0,4.0,,1.0,,,4.0,1960.0,3.0,1.0,6.0,3.0,4.0,2.0,603.0,0.0
1583,3.0,218.0,11.0,86.0,5.0,,1.0,,,3.0,168.0,3.0,1.0,6.0,3.0,4.0,2.0,603.0,0.0
1584,3.0,218.0,11.0,86.0,6.0,,1.0,,,3.0,152.0,3.0,1.0,6.0,3.0,4.0,2.0,603.0,0.0
1585,3.0,218.0,11.0,86.0,7.0,,1.0,,,4.0,120.0,3.0,1.0,6.0,3.0,4.0,2.0,603.0,0.0
1586,3.0,218.0,11.0,86.0,8.0,,1.0,,,3.0,128.0,3.0,1.0,6.0,3.0,4.0,2.0,603.0,0.0
1587,3.0,219.0,6.0,81.0,1.0,1.0,,,,8.0,,,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1588,3.0,219.0,6.0,81.0,2.0,1.0,,,,7.0,,,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1589,3.0,219.0,6.0,81.0,3.0,1.0,,,,7.0,,,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1590,3.0,219.0,6.0,81.0,4.0,,,,1.0,6.0,,,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1591,3.0,219.0,6.0,81.0,5.0,1.0,,,,8.0,2211.0,3.0,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1592,3.0,220.0,11.0,67.0,1.0,1.0,,,,4.0,,,4.0,6.0,3.0,1.0,2.0,603.0,0.0
1593,3.0,220.0,11.0,67.0,2.0,,1.0,,,6.0,,,4.0,6.0,3.0,1.0,2.0,603.0,0.0
1594,3.0,220.0,11.0,67.0,3.0,1.0,,,,3.0,,,4.0,6.0,3.0,1.0,2.0,603.0,0.0
1595,3.0,220.0,11.0,67.0,4.0,1.0,,,,5.0,,,4.0,6.0,3.0,1.0,2.0,603.0,0.0
1596,3.0,220.0,11.0,67.0,5.0,,1.0,,,6.0,3282.0,3.0,4.0,6.0,3.0,1.0,2.0,603.0,0.0
1597,3.0,220.0,11.0,67.0,6.0,,1.0,,,7.0,360.0,3.0,4.0,6.0,3.0,1.0,2.0,603.0,0.0
1598,3.0,220.0,11.0,67.0,7.0,,1.0,,,6.0,216.0,3.0,4.0,6.0,3.0,1.0,2.0,603.0,0.0
1599,3.0,220.0,11.0,67.0,8.0,,1.0,,,6.0,152.0,3.0,4.0,6.0,3.0,1.0,2.0,603.0,0.0
1600,3.0,220.0,11.0,67.0,9.0,,1.0,,,6.0,152.0,3.0,4.0,6.0,3.0,1.0,2.0,603.0,0.0
1601,3.0,220.0,11.0,67.0,10.0,,1.0,,,7.0,128.0,3.0,4.0,6.0,3.0,1.0,2.0,603.0,0.0
1602,3.0,221.0,6.0,50.0,1.0,,,,1.0,2.0,,,2.0,3.0,3.0,4.0,1.0,603.0,0.0
1603,3.0,221.0,6.0,50.0,2.0,1.0,,,,7.0,,,2.0,3.0,3.0,4.0,1.0,603.0,0.0
1604,3.0,221.0,6.0,50.0,3.0,1.0,,,,6.0,,,2.0,3.0,3.0,4.0,1.0,603.0,0.0
1605,3.0,221.0,6.0,50.0,4.0,1.0,,,,6.0,,,2.0,3.0,3.0,4.0,1.0,603.0,0.0
1606,3.0,221.0,6.0,50.0,5.0,1.0,,,,7.0,2060.0,3.0,2.0,3.0,3.0,4.0,1.0,603.0,0.0
1607,3.0,222.0,6.0,19.0,1.0,1.0,,,,4.0,,,4.0,2.0,2.0,1.0,3.0,603.0,0.0
1608,3.0,222.0,6.0,19.0,2.0,1.0,,,,5.0,,,4.0,2.0,2.0,1.0,3.0,603.0,0.0
1609,3.0,222.0,6.0,19.0,3.0,1.0,,,,5.0,,,4.0,2.0,2.0,1.0,3.0,603.0,0.0
1610,3.0,222.0,6.0,19.0,4.0,,1.0,,,5.0,,,4.0,2.0,2.0,1.0,3.0,603.0,0.0
1611,3.0,222.0,6.0,19.0,5.0,,,1.0,,3.0,3325.0,3.0,4.0,2.0,2.0,1.0,3.0,603.0,0.0
1612,3.0,223.0,11.0,98.0,1.0,1.0,,,,3.0,,,3.0,3.0,2.0,4.0,1.0,603.0,0.0
1613,3.0,223.0,11.0,98.0,2.0,,,,1.0,2.0,,,3.0,3.0,2.0,4.0,1.0,603.0,0.0
1614,3.0,223.0,11.0,98.0,3.0,,1.0,,,3.0,,,3.0,3.0,2.0,4.0,1.0,603.0,0.0
1615,3.0,223.0,11.0,98.0,4.0,1.0,,,,5.0,,,3.0,3.0,2.0,4.0,1.0,603.0,0.0
1616,3.0,223.0,11.0,98.0,5.0,1.0,,,,6.0,,,3.0,3.0,2.0,4.0,1.0,603.0,0.0
1617,3.0,223.0,11.0,98.0,6.0,1.0,,,,4.0,1973.0,3.0,3.0,3.0,2.0,4.0,1.0,603.0,0.0
1618,3.0,223.0,11.0,98.0,7.0,1.0,,,,6.0,224.0,3.0,3.0,3.0,2.0,4.0,1.0,603.0,0.0
1619,3.0,223.0,11.0,98.0,8.0,1.0,,,,4.0,160.0,3.0,3.0,3.0,2.0,4.0,1.0,603.0,0.0
1620,3.0,223.0,11.0,98.0,9.0,1.0,,,,4.0,152.0,3.0,3.0,3.0,2.0,4.0,1.0,603.0,0.0
1621,3.0,223.0,11.0,98.0,10.0,1.0,,,,6.0,145.0,3.0,3.0,3.0,2.0,4.0,1.0,603.0,0.0
1622,3.0,223.0,11.0,98.0,11.0,1.0,,,,4.0,143.0,3.0,3.0,3.0,2.0,4.0,1.0,603.0,0.0
1623,3.0,224.0,6.0,89.0,1.0,1.0,,,,4.0,,,4.0,6.0,3.0,2.0,1.0,603.0,0.0
1624,3.0,224.0,6.0,89.0,2.0,1.0,,,,5.0,,,4.0,6.0,3.0,2.0,1.0,603.0,0.0
1625,3.0,224.0,6.0,89.0,3.0,1.0,,,,6.0,,,4.0,6.0,3.0,2.0,1.0,603.0,0.0
1626,3.0,224.0,6.0,89.0,4.0,,1.0,,,3.0,,,4.0,6.0,3.0,2.0,1.0,603.0,0.0
1627,3.0,224.0,6.0,89.0,5.0,1.0,,,,5.0,2019.0,3.0,4.0,6.0,3.0,2.0,1.0,603.0,0.0
1628,3.0,225.0,6.0,42.0,1.0,1.0,,,,4.0,,,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1629,3.0,225.0,6.0,42.0,2.0,1.0,,,,7.0,,,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1630,3.0,225.0,6.0,42.0,3.0,,,,1.0,3.0,,,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1631,3.0,225.0,6.0,42.0,4.0,1.0,,,,6.0,,,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1632,3.0,225.0,6.0,42.0,5.0,1.0,,,,4.0,1957.0,3.0,2.0,4.0,3.0,4.0,1.0,603.0,0.0
1633,3.0,226.0,6.0,37.0,1.0,1.0,,,,6.0,,,2.0,6.0,3.0,4.0,1.0,603.0,0.0
1634,3.0,226.0,6.0,37.0,2.0,,,,1.0,3.0,,,2.0,6.0,3.0,4.0,1.0,603.0,0.0
1635,3.0,226.0,6.0,37.0,3.0,1.0,,,,5.0,,,2.0,6.0,3.0,4.0,1.0,603.0,0.0
1636,3.0,226.0,6.0,37.0,4.0,1.0,,,,6.0,,,2.0,6.0,3.0,4.0,1.0,603.0,0.0
1637,3.0,226.0,6.0,37.0,5.0,1.0,,,,6.0,1663.0,3.0,2.0,6.0,3.0,4.0,1.0,603.0,0.0
1638,3.0,227.0,11.0,59.0,1.0,,,,1.0,8.0,,,1.0,6.0,2.0,3.0,4.0,603.0,0.0
1639,3.0,227.0,11.0,59.0,2.0,,1.0,,,10.0,,,1.0,6.0,2.0,3.0,4.0,603.0,0.0
1640,3.0,227.0,11.0,59.0,3.0,,1.0,,,10.0,2304.0,1.0,1.0,6.0,2.0,3.0,4.0,603.0,0.0
1641,3.0,227.0,11.0,59.0,4.0,,1.0,,,9.0,151.0,1.0,1.0,6.0,2.0,3.0,4.0,603.0,0.0
1642,3.0,227.0,11.0,59.0,5.0,,1.0,,,10.0,152.0,1.0,1.0,6.0,2.0,3.0,4.0,603.0,0.0
1643,3.0,227.0,11.0,59.0,6.0,,1.0,,,10.0,120.0,1.0,1.0,6.0,2.0,3.0,4.0,603.0,0.0
1644,3.0,227.0,11.0,59.0,7.0,,1.0,,,10.0,160.0,1.0,1.0,6.0,2.0,3.0,4.0,603.0,0.0
1645,3.0,227.0,11.0,59.0,8.0,,1.0,,,10.0,152.0,1.0,1.0,6.0,2.0,3.0,4.0,603.0,0.0
1646,3.0,228.0,6.0,79.0,1.0,,,,1.0,2.0,,,3.0,7.0,1.0,2.0,4.0,603.0,0.0
1647,3.0,228.0,6.0,79.0,2.0,,1.0,,,4.0,,,3.0,7.0,1.0,2.0,4.0,603.0,0.0
1648,3.0,228.0,6.0,79.0,3.0,1.0,,,,6.0,,,3.0,7.0,1.0,2.0,4.0,603.0,0.0
1649,3.0,228.0,6.0,79.0,4.0,1.0,,,,6.0,,,3.0,7.0,1.0,2.0,4.0,603.0,0.0
1650,3.0,228.0,6.0,79.0,5.0,1.0,,,,6.0,,,3.0,7.0,1.0,2.0,4.0,603.0,0.0
1651,3.0,228.0,6.0,79.0,6.0,1.0,,,,6.0,2115.0,1.0,3.0,7.0,1.0,2.0,4.0,603.0,0.0
1652,3.0,229.0,6.0,75.0,1.0,1.0,,,,7.0,,,4.0,3.0,1.0,3.0,2.0,603.0,0.0
1653,3.0,229.0,6.0,75.0,2.0,,1.0,,,7.0,,,4.0,3.0,1.0,3.0,2.0,603.0,0.0
1654,3.0,229.0,6.0,75.0,3.0,1.0,,,,7.0,,,4.0,3.0,1.0,3.0,2.0,603.0,0.0
1655,3.0,229.0,6.0,75.0,4.0,1.0,,,,7.0,,,4.0,3.0,1.0,3.0,2.0,603.0,0.0
1656,3.0,229.0,6.0,75.0,5.0,1.0,,,,7.0,1940.0,1.0,4.0,3.0,1.0,3.0,2.0,603.0,0.0
1657,3.0,230.0,6.0,15.0,1.0,1.0,,,,5.0,,,3.0,7.0,1.0,2.0,4.0,603.0,0.0
1658,3.0,230.0,6.0,15.0,2.0,,,,1.0,4.0,,,3.0,7.0,1.0,2.0,4.0,603.0,0.0
1659,3.0,230.0,6.0,15.0,3.0,,1.0,,,7.0,,,3.0,7.0,1.0,2.0,4.0,603.0,0.0
1660,3.0,230.0,6.0,15.0,4.0,1.0,,,,5.0,,,3.0,7.0,1.0,2.0,4.0,603.0,0.0
1661,3.0,230.0,6.0,15.0,5.0,1.0,,,,7.0,,,3.0,7.0,1.0,2.0,4.0,603.0,0.0
1662,3.0,230.0,6.0,15.0,6.0,1.0,,,,7.0,2498.0,1.0,3.0,7.0,1.0,2.0,4.0,603.0,0.0
1663,3.0,231.0,11.0,21.0,1.0,,,,1.0,4.0,,,2.0,1.0,3.0,4.0,1.0,603.0,0.0
1664,3.0,231.0,11.0,21.0,2.0,1.0,,,,5.0,,,2.0,1.0,3.0,4.0,1.0,603.0,0.0
1665,3.0,231.0,11.0,21.0,3.0,1.0,,,,5.0,,,2.0,1.0,3.0,4.0,1.0,603.0,0.0
1666,3.0,231.0,11.0,21.0,4.0,1.0,,,,7.0,,,2.0,1.0,3.0,4.0,1.0,603.0,0.0
1667,3.0,231.0,11.0,21.0,5.0,1.0,,,,6.0,2964.0,3.0,2.0,1.0,3.0,4.0,1.0,603.0,0.0
1668,3.0,231.0,11.0,21.0,6.0,1.0,,,,5.0,152.0,3.0,2.0,1.0,3.0,4.0,1.0,603.0,0.0
1669,3.0,231.0,11.0,21.0,7.0,1.0,,,,6.0,144.0,3.0,2.0,1.0,3.0,4.0,1.0,603.0,0.0
1670,3.0,231.0,11.0,21.0,8.0,1.0,,,,7.0,128.0,3.0,2.0,1.0,3.0,4.0,1.0,603.0,0.0
1671,3.0,231.0,11.0,21.0,9.0,1.0,,,,8.0,144.0,3.0,2.0,1.0,3.0,4.0,1.0,603.0,0.0
1672,3.0,231.0,11.0,21.0,10.0,1.0,,,,5.0,136.0,3.0,2.0,1.0,3.0,4.0,1.0,603.0,0.0
1673,3.0,232.0,11.0,71.0,1.0,,,,1.0,4.0,,,2.0,2.0,4.0,1.0,3.0,603.0,0.0
1674,3.0,232.0,11.0,71.0,2.0,1.0,,,,7.0,,,2.0,2.0,4.0,1.0,3.0,603.0,0.0
1675,3.0,232.0,11.0,71.0,3.0,1.0,,,,6.0,,,2.0,2.0,4.0,1.0,3.0,603.0,0.0
1676,3.0,232.0,11.0,71.0,4.0,1.0,,,,9.0,,,2.0,2.0,4.0,1.0,3.0,603.0,0.0
1677,3.0,232.0,11.0,71.0,5.0,,,1.0,,5.0,1820.0,3.0,2.0,2.0,4.0,1.0,3.0,603.0,0.0
1678,3.0,232.0,11.0,71.0,6.0,,,1.0,,5.0,226.0,3.0,2.0,2.0,4.0,1.0,3.0,603.0,0.0
1679,3.0,232.0,11.0,71.0,7.0,1.0,,,,8.0,759.0,2.0,2.0,2.0,4.0,1.0,3.0,603.0,0.0
1680,3.0,232.0,11.0,71.0,8.0,1.0,,,,7.0,176.0,2.0,2.0,2.0,4.0,1.0,3.0,603.0,0.0
1681,3.0,232.0,11.0,71.0,9.0,1.0,,,,9.0,128.0,2.0,2.0,2.0,4.0,1.0,3.0,603.0,0.0
1682,3.0,232.0,11.0,71.0,10.0,1.0,,,,6.0,143.0,2.0,2.0,2.0,4.0,1.0,3.0,603.0,0.0
1683,3.0,233.0,11.0,77.0,1.0,1.0,,,,4.0,,,4.0,7.0,3.0,1.0,2.0,603.0,0.0
1684,3.0,233.0,11.0,77.0,2.0,1.0,,,,3.0,,,4.0,7.0,3.0,1.0,2.0,603.0,0.0
1685,3.0,233.0,11.0,77.0,3.0,1.0,,,,4.0,,,4.0,7.0,3.0,1.0,2.0,603.0,0.0
1686,3.0,233.0,11.0,77.0,4.0,,1.0,,,3.0,,,4.0,7.0,3.0,1.0,2.0,603.0,0.0
1687,3.0,233.0,11.0,77.0,5.0,,,1.0,,4.0,3207.0,1.0,4.0,7.0,3.0,1.0,2.0,603.0,0.0
1688,3.0,233.0,11.0,77.0,6.0,,,1.0,,4.0,1552.0,1.0,4.0,7.0,3.0,1.0,2.0,603.0,0.0
1689,3.0,233.0,11.0,77.0,7.0,,,1.0,,4.0,152.0,1.0,4.0,7.0,3.0,1.0,2.0,603.0,0.0
1690,3.0,233.0,11.0,77.0,8.0,,,1.0,,3.0,144.0,1.0,4.0,7.0,3.0,1.0,2.0,603.0,0.0
1691,3.0,233.0,11.0,77.0,9.0,,,1.0,,3.0,152.0,1.0,4.0,7.0,3.0,1.0,2.0,603.0,0.0
1692,3.0,233.0,11.0,77.0,10.0,,,1.0,,3.0,143.0,1.0,4.0,7.0,3.0,1.0,2.0,603.0,0.0
1693,3.0,234.0,6.0,17.0,1.0,1.0,,,,4.0,,,4.0,3.0,1.0,3.0,2.0,603.0,0.0
1694,3.0,234.0,6.0,17.0,2.0,1.0,,,,4.0,,,4.0,3.0,1.0,3.0,2.0,603.0,0.0
1695,3.0,234.0,6.0,17.0,3.0,1.0,,,,4.0,,,4.0,3.0,1.0,3.0,2.0,603.0,0.0
1696,3.0,234.0,6.0,17.0,4.0,,1.0,,,6.0,,,4.0,3.0,1.0,3.0,2.0,603.0,0.0
1697,3.0,234.0,6.0,17.0,5.0,,1.0,,,5.0,3801.0,3.0,4.0,3.0,1.0,3.0,2.0,603.0,0.0
1698,3.0,235.0,6.0,32.0,1.0,1.0,,,,8.0,,,3.0,8.0,2.0,1.0,4.0,603.0,0.0
1699,3.0,235.0,6.0,32.0,2.0,,1.0,,,7.0,,,3.0,8.0,2.0,1.0,4.0,603.0,0.0
1700,3.0,235.0,6.0,32.0,3.0,1.0,,,,6.0,,,3.0,8.0,2.0,1.0,4.0,603.0,0.0
1701,3.0,235.0,6.0,32.0,4.0,1.0,,,,6.0,,,3.0,8.0,2.0,1.0,4.0,603.0,0.0
1702,3.0,235.0,6.0,32.0,5.0,,,,1.0,5.0,,,3.0,8.0,2.0,1.0,4.0,603.0,0.0
1703,3.0,235.0,6.0,32.0,6.0,,1.0,,,6.0,3102.0,1.0,3.0,8.0,2.0,1.0,4.0,603.0,0.0
1704,3.0,236.0,6.0,64.0,1.0,,,,1.0,2.0,,,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1705,3.0,236.0,6.0,64.0,2.0,,1.0,,,8.0,,,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1706,3.0,236.0,6.0,64.0,3.0,1.0,,,,4.0,,,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1707,3.0,236.0,6.0,64.0,4.0,1.0,,,,4.0,,,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1708,3.0,236.0,6.0,64.0,5.0,1.0,,,,4.0,,,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1709,3.0,236.0,6.0,64.0,6.0,,1.0,,,6.0,2172.0,3.0,3.0,7.0,4.0,1.0,2.0,603.0,0.0
1710,3.0,237.0,11.0,1.0,1.0,1.0,,,,10.0,,,3.0,2.0,4.0,1.0,2.0,603.0,0.0
1711,3.0,237.0,11.0,1.0,2.0,1.0,,,,10.0,,,3.0,2.0,4.0,1.0,2.0,603.0,0.0
1712,3.0,237.0,11.0,1.0,3.0,1.0,,,,10.0,,,3.0,2.0,4.0,1.0,2.0,603.0,0.0
1713,3.0,237.0,11.0,1.0,4.0,,,,1.0,7.0,,,3.0,2.0,4.0,1.0,2.0,603.0,0.0
1714,3.0,237.0,11.0,1.0,5.0,,1.0,,,10.0,,,3.0,2.0,4.0,1.0,2.0,603.0,0.0
1715,3.0,237.0,11.0,1.0,6.0,1.0,,,,9.0,2118.0,2.0,3.0,2.0,4.0,1.0,2.0,603.0,0.0
1716,3.0,237.0,11.0,1.0,7.0,1.0,,,,8.0,168.0,2.0,3.0,2.0,4.0,1.0,2.0,603.0,0.0
1717,3.0,237.0,11.0,1.0,8.0,1.0,,,,8.0,152.0,2.0,3.0,2.0,4.0,1.0,2.0,603.0,0.0
1718,3.0,237.0,11.0,1.0,9.0,1.0,,,,8.0,152.0,2.0,3.0,2.0,4.0,1.0,2.0,603.0,0.0
1719,3.0,237.0,11.0,1.0,10.0,1.0,,,,10.0,145.0,2.0,3.0,2.0,4.0,1.0,2.0,603.0,0.0
1720,3.0,237.0,11.0,1.0,11.0,1.0,,,,9.0,151.0,2.0,3.0,2.0,4.0,1.0,2.0,603.0,0.0
1721,3.0,238.0,6.0,67.0,1.0,1.0,,,,4.0,,,4.0,6.0,3.0,2.0,1.0,603.0,0.0
1722,3.0,238.0,6.0,67.0,2.0,,1.0,,,6.0,,,4.0,6.0,3.0,2.0,1.0,603.0,0.0
1723,3.0,238.0,6.0,67.0,3.0,1.0,,,,3.0,,,4.0,6.0,3.0,2.0,1.0,603.0,0.0
1724,3.0,238.0,6.0,67.0,4.0,1.0,,,,5.0,,,4.0,6.0,3.0,2.0,1.0,603.0,0.0
1725,3.0,238.0,6.0,67.0,5.0,,1.0,,,6.0,3964.0,2.0,4.0,6.0,3.0,2.0,1.0,603.0,0.0
1726,3.0,239.0,11.0,90.0,1.0,1.0,,,,7.0,,,4.0,1.0,2.0,1.0,3.0,603.0,0.0
1727,3.0,239.0,11.0,90.0,2.0,,1.0,,,4.0,,,4.0,1.0,2.0,1.0,3.0,603.0,0.0
1728,3.0,239.0,11.0,90.0,3.0,1.0,,,,6.0,,,4.0,1.0,2.0,1.0,3.0,603.0,0.0
1729,3.0,239.0,11.0,90.0,4.0,1.0,,,,7.0,,,4.0,1.0,2.0,1.0,3.0,603.0,0.0
1730,3.0,239.0,11.0,90.0,5.0,1.0,,,,6.0,2200.0,2.0,4.0,1.0,2.0,1.0,3.0,603.0,0.0
1731,3.0,239.0,11.0,90.0,6.0,1.0,,,,6.0,160.0,2.0,4.0,1.0,2.0,1.0,3.0,603.0,0.0
