,Thompson,Thompson_epsilon,Thompson_eta,Thompson_epsilon_eta,UCB_beta,UCB_beta_epsilon,UCB_beta_eta,UCB_beta_epsilon_eta,hybrid,hybrid_epsilon,hybrid_eta,hybrid_epsilon_eta,UCB_b1,UCB_b1_epsilon,UCB_b1_eta,UCB_b1_epsilon_eta,ID
32,606.4352983418364,598.4537309680975,612.6797661735435,601.6884938358465,632.7762179673707,643.3790796709985,620.2533927138544,626.792201557483,613.3748059695444,621.4474240351739,619.9218488440005,628.6741786823263,620.9994832457875,632.738497167412,608.6691775783211,620.2450670434584,64
33,506.7985160034362,448.15928644966124,461.5679605790746,418.2886172999987,444.4190305484886,427.1155165610192,443.43227047026267,405.7149985694736,459.63889173181,437.00845412484784,441.7842649541326,422.6119997717876,447.61768445237607,449.44731896173994,449.08754828405773,446.77343177409693,65
34,535.570863597127,482.4209900648852,484.9505304887884,445.5257174991003,501.77687425905185,507.57883122345964,478.11655400244797,472.8154003430786,502.11035184484007,509.72060096917835,466.87799836990393,475.2554697309125,492.0914583581789,500.9249572528313,469.28324731125565,475.9439172623351,66
35,579.3766661352053,557.4982761813005,574.880487725959,548.6758921691621,573.4148251368523,557.5794032035404,580.2190630412894,554.1917287194999,577.9377348262335,561.8146383094881,570.4898001405915,558.7180643028333,570.1539620049352,578.3782997989802,576.4532704259345,581.4482232675489,67
36,492.8398222540951,445.9662591067028,482.18559979886373,429.3673269148731,462.1590360256963,434.1335243679308,458.081466000847,419.5213467214925,466.0326352488473,475.9235819260436,450.1708469037354,433.5410767548728,459.86896643145155,470.8472110605262,456.396832974119,465.02536218507095,68
37,676.9898899862842,686.185825932482,688.9728187254522,698.1687550025763,726.9652419345514,738.289590108277,732.6678265535119,744.5654140736821,700.3212854998656,712.3321480998304,712.30422569267,724.5277090965516,782.782355288008,732.4003737083963,781.0084371113364,739.3241610163795,69
38,556.5204193534482,519.5785919157036,506.55034231375004,444.4873825461244,463.1878317821752,469.7517519841958,461.50093823844196,460.24524676179163,471.9783564545557,472.3537114732555,460.7199780588263,465.30941634756306,474.683509076195,484.98993813032104,472.51059938312824,479.7993849299936,71
39,775.4735812746644,762.7594751468641,760.503848477053,756.5324740684292,765.992557440313,772.0940992050889,766.8550633355385,769.3663816156487,775.0170580858336,786.9328211175367,772.0711423704026,785.8179617029941,804.8027801247891,760.1679478526308,805.4495138368263,757.8805454362879,72
40,636.9979323255682,564.6214411717036,590.6976302030489,553.916737055052,586.4436180961189,559.7286829687764,593.6143447761477,554.9579164633105,584.9183131466322,565.798893943326,574.4753883849654,570.9836883340333,584.1627135389549,568.4863967096809,593.2700448438878,568.7987480608281,73
41,546.5893567733635,464.94836306396036,530.3730091528764,452.68717822181304,496.63703734853146,478.65509696677265,496.53805488582526,462.35217233927153,487.41298688069094,494.9056858107632,476.4761131609556,463.3250596980967,485.5744009994596,492.38902246478267,485.70423162770464,490.43240669806426,74
42,501.5899237805951,513.5728545597332,487.9176460347377,485.12742637041373,524.4025108254367,530.3943125974839,498.2373078690591,484.92367191197167,520.2317863026789,532.2147142846246,504.57091703042494,497.56965559950567,533.3223925039362,545.3053230900512,508.60077493450734,520.5837041091514,75
44,575.9344416930126,536.9357380665246,587.917372832622,548.456580167815,633.4186429891971,621.4899456986882,640.2912767802213,632.932998236377,556.6606558893872,560.638272258958,567.8678545548258,576.9665054193355,651.8930381791897,616.9694895279342,646.1166492409214,628.6813511351373,77
45,535.9443519337677,531.7688430907458,537.9692357074058,524.0499316303765,551.7586159955753,560.8168696558022,535.1667345201788,543.7315971229255,538.2716321599582,546.6036599638762,539.2760213791297,552.2470035416825,556.6221526059627,568.6050827819388,539.2878094898026,551.2707428826619,78
46,521.2262166556179,468.722505399353,473.4126640662987,427.54857723857924,466.86225826101133,457.08223813747657,450.4537521501176,430.3946343502588,466.6441688141068,457.74442209416355,445.9011941652924,446.1527664090913,459.36155934603755,470.2680338300447,442.51544601086283,452.01675413602374,79
47,537.3440283383113,524.9709644125775,520.7222019555436,507.33645973145104,536.4563887969196,539.7959263689492,529.411355503998,532.3537890889635,524.4604897600535,521.3460196616231,526.611377528478,523.0858067323334,540.2151019972783,552.0472009227701,532.2044318145388,542.9826255321709,80
48,547.054960561768,482.7253651884154,478.9864129989034,430.9014250919632,481.82889790708253,490.8293846275717,449.98147503676955,449.82760728308676,481.3992355207758,487.5826874321548,448.6201462854048,458.84337872132267,470.0267825779265,481.3730522934349,438.9666492301419,449.18849806753775,81
49,506.25748052951394,490.4300976174633,507.7705813578975,482.0899434699294,504.35466712090783,493.7518219790803,498.47105440254364,478.12830319747314,504.2121648353291,520.067868760615,501.5012258534911,486.97247770513303,507.9683634023318,519.8833752179424,502.395339703475,513.949512658664,83
50,582.0710847741503,505.19946768380004,526.650953460795,483.48899628443246,507.9469435683593,488.9730464958043,517.1323190926438,488.15630883729176,518.6081509433934,503.50311624431697,505.73252753499725,503.8540908268887,510.3874418701766,499.51167452199564,519.7595912982639,506.0487535510378,84
51,764.4691639462808,718.889096069768,748.4883575784633,712.2145968812174,743.357052313204,746.3789855823744,739.587049072459,740.3836298413844,734.0178601882704,738.4109676639594,731.3965136928063,742.1588755144294,745.5677571415775,736.4429505774085,745.0803297016818,730.6873688753502,85
52,669.7600792520609,622.7599693755449,657.6336464293109,619.3086702479083,630.7965600390036,641.0353254330005,625.4665501075183,634.6075637936129,639.5527360407021,628.9349797354781,636.8857914707497,646.7499115639476,619.0907802673298,630.7311459102477,613.9504400582643,624.1760607205177,86
53,827.94907687081,798.9663635239934,796.4587510085145,791.7372471561131,816.5526949768504,803.1445569838176,826.6193541366855,799.5614935640613,814.9615636483956,809.886488464683,814.1097971477216,817.4593866562378,901.1906172751195,795.754866946781,912.4075257050469,799.3564410111811,87
54,584.9662338715535,526.8670333785901,572.3477339191446,488.7166941828595,515.86889964554,517.7090837503324,504.9370261874712,486.1478513922056,517.7820951286267,512.0199216396126,509.73256768247063,502.5644204631879,512.777891125974,516.2619894753402,503.81783725250864,502.6697960247472,89
55,464.09370805390535,473.7618330947583,392.57198627623274,396.03269011912937,385.3710599824407,391.9463727436097,377.29549176919636,379.25274149986865,388.6579435745294,391.7910269878992,392.65560087116825,391.3934499903098,438.0310437985291,450.01397677941657,425.0228871044103,437.0058191790993,90
56,671.4005387214056,587.5710855533129,594.5414271620483,559.7921154428594,609.4829642074956,608.6514917369144,589.4610595812798,578.6829622730695,598.8708886231728,610.60719696613,574.618060493686,588.3478332484644,607.0562108399437,602.5029961036487,587.3477257092353,576.7145688263267,91
57,564.7282371284956,545.5375410884442,557.9262986705896,526.6691050113059,606.1038643775494,605.3258506119447,573.8041897353625,573.4173179601315,564.3920579243595,560.0172156038494,545.0206777781643,555.1711482466537,599.7447524403774,607.1450457909514,570.0501993074681,579.2238613740393,93
58,728.6148594845442,689.2281754556408,712.0844561592655,685.6403092532097,705.0142696785955,702.2580242848372,707.1631793413325,696.92869298607,708.3107385428523,714.9690774093257,704.6051761350448,710.7837635999584,706.5408753444747,697.3000331446165,711.8847124513927,693.8951519215677,94
59,707.1764187941545,677.9981695459808,677.5223735486173,655.4427318064801,680.9382075521866,671.20516569895,685.257572913284,664.7620811516915,683.9822527190208,682.6492031026555,680.1045393190842,680.0455555053042,716.3562623441097,666.8172308811215,713.1799569675871,670.3678338952197,95
60,427.9733813847551,433.05165558764577,393.522768511443,397.22494767649073,414.6563368594819,417.8961733779176,376.3941607408153,371.2725349127955,420.4816691079982,463.0089774988619,384.2714860184413,384.8453297994412,463.8682977579556,475.8512314018195,440.77525230728526,452.75817749751843,97
62,844.0021802415723,705.5645685608009,703.4461586769593,689.6923604950825,726.396855856034,724.9528782508904,723.3743075510375,708.8969789799469,724.1456473703308,730.5830547636808,710.4343479740226,718.3263771965835,792.6872246202719,714.2732467560253,785.4049499372303,704.4394287886539,100
63,670.3216812083895,666.5835263777241,664.6340515412605,648.6588707975461,685.6057731374591,676.7840785419395,674.2208675602873,640.6625875029158,673.4633402014757,684.7283872345993,667.2573992872274,657.748117021427,679.4988445901726,680.4323066300701,668.5846015145746,665.9339470656713,101
64,489.9224903111751,426.8127956016582,448.01108310841,364.3381176613877,440.84177107428167,435.08421801277007,413.44634685542644,379.7819138280526,436.0466508787079,417.46426259397896,383.35878600063984,390.28953579284416,434.66030869108937,431.9630278786628,407.20077555061494,400.01732864656987,103
65,360.0660805944006,372.0289706934165,300.69348721716466,307.90057072638973,254.77118890179344,264.90187398348417,243.9970448918004,247.66137586789154,265.27378251034287,271.557137564466,261.7243881138196,265.6126220913428,347.726413472621,359.70934499614873,350.03887602512975,362.0218083790366,105
66,610.4059726291686,609.5990454617485,605.4130399034783,603.1760835876918,618.7726262165339,630.74701133888,616.8554564299483,622.4932641569953,614.5962754019794,626.5791987969184,616.5558944117433,628.5383987229055,606.9452457543284,618.830433999071,605.0672046163171,615.8951752650547,106
67,675.9453280518171,666.1557985201265,686.2307557322758,674.6393972599833,689.1297036544962,696.0483434235084,686.9451884200415,692.5389315320466,684.9936989711858,689.5873375939051,693.0032389766075,702.6237750638413,680.4573085460215,685.122483007502,680.8662074301285,681.7982442263631,107
68,482.1628217430157,477.8942435702122,431.2771071425125,411.47349801213625,438.5161447354086,425.31033178179155,417.697758899707,386.2526920802527,445.430630478426,427.4808633632711,418.9303631225962,398.9951611986305,465.8434526187034,476.29846641298326,443.0581251881674,451.0922274775879,108
69,517.2311044049629,519.0030674579945,518.2645744845356,510.2288193599847,519.7601220784697,524.3797149699883,510.9064426948028,505.35238244789844,536.200716697766,538.8892920787861,528.5239898476688,522.400632104387,529.4736881326093,541.4566186145588,521.8399130738313,533.8227739296345,109
70,570.0355641628414,566.189837207789,544.4651673648274,518.7544983544386,546.057520151264,543.0525853750944,529.9754024160258,512.7128748549027,556.4196580466266,551.2082132994283,533.8099396432092,527.1879600722713,556.10884723421,567.3034885918671,542.3253910540404,551.6230881215043,110
71,500.18989464039504,467.2870851908832,460.57560569092146,417.4611660376449,441.66377979424476,428.8864491328572,425.0997564671991,399.7742057197647,449.89011087140716,432.7150902288442,433.4159829386615,415.32466639545004,463.39340016200316,471.79964431810265,447.6968717945695,451.8533528396051,111
72,445.6716349472792,457.65323254083194,425.4175932835282,434.75433059485835,461.5045453462186,471.4586033859196,429.1026678518372,423.52965845748133,449.8682169244614,461.0280608866494,440.2207238028277,438.0423576933329,491.9270821923451,503.91001352113557,468.7107307300653,480.6936566775043,112
74,494.7834903362342,505.0246850643308,485.91583155505685,491.63273250414153,483.5352366992202,494.6810423513182,489.5709828748896,498.00958397501074,483.2653225362596,494.27675740368284,491.0837188666924,515.6242960190551,504.92179999637847,516.9047310323747,511.45669690893925,523.4396257599944,114
75,635.5568029521344,561.0695576950822,525.852433175954,471.46893336607,543.9057844163111,550.9405768711194,511.21015835649905,500.1122928865575,540.7865011666455,542.1745641240765,490.6776207404587,498.0340314516153,534.8719899171671,541.1748769708983,500.88223575034647,505.2583559298232,115
76,429.2861781155794,421.5957678102509,427.25511691820014,412.9592622972872,413.17195168379476,398.83660351321936,418.58656293041753,394.5829729610561,430.28086181698797,451.5530906319126,432.25665098069265,412.5520389862706,430.1619450874449,442.1448747830304,435.0115838998222,446.77081207019404,116
77,711.4197489619121,689.1476029438676,719.8352815667005,684.6297090142473,697.5569208892932,697.1399205283396,705.8356278294606,691.7904257056787,707.1929581912598,713.3960074606298,705.1422139763455,707.6140072396871,692.3543725533672,691.9501772284096,701.7417897933176,695.9507020774165,117
78,603.0007006942182,586.8900179797328,613.677428728678,589.5256097873854,598.2283030078274,600.41071921999,597.9338175526384,597.9873215445057,604.7974182226334,614.5717872717194,607.7976118086721,614.9620534188941,589.246969674475,601.0142863578385,588.5378654356504,600.2718475525096,118
79,527.6221777922323,485.0670132931815,449.6223021733137,404.0535309959913,447.63027502318323,451.03814901404445,405.6388426498755,389.613808390997,449.989279495409,448.55447298249015,422.65825046664935,405.5109603874575,449.6157894638187,461.3578055942745,419.33166951131744,430.49231844747106,119
80,356.73882428154764,355.42349296573434,341.64797068649716,334.8758787706955,350.46934841965583,343.10007739740445,337.67737005139924,322.9265588043379,349.66228006245836,339.44589626281766,353.836925730708,335.85943335151313,368.6975814408525,380.68051199214784,353.601519037455,365.5182422578844,120
81,432.28118469292747,443.0678318068458,422.71562880516746,433.16408718404165,437.6842575965257,448.06322675410587,428.09947729824,438.1225967419869,447.5802489817371,457.5168512388091,436.0683355186699,447.04273213522987,479.1562071958634,491.13914114276974,474.3612076279431,486.3441216079367,121
82,678.2488431899238,651.3826509224971,648.4968087793695,636.1234771001049,652.9172098163201,659.1906239671183,636.5911523749053,639.010579554829,665.5205256181627,675.9204928468242,644.8911618073731,655.2955867400625,641.9811602409625,650.3985848723958,626.4824613494943,631.9456625249102,122
83,519.9044262438931,514.3944698413167,489.82797388866766,473.7286630092528,515.7381328159588,517.1447429536712,491.77022034291923,479.81973612954806,532.7444341925565,523.4772586951972,492.81241225459416,496.26723119126257,518.9833660220928,530.9662962285838,493.84825555646137,505.7157765068835,123
84,657.0982440853651,624.9028726893088,659.3952226294698,624.198475698941,632.8837769502497,629.069473164291,640.0265389084267,630.6870902763868,640.9783053041039,641.6563843151781,642.5126939493986,644.8770331809854,622.4836023027328,631.9623729635337,629.4678232949993,637.6728124101003,125
85,534.2369331371297,484.88040269597707,522.1932119952211,480.6125672347358,495.0251184632593,491.3570607899831,493.17483519646635,486.8231525705574,503.8871666447375,492.2086418395605,500.3420082770725,496.5810991383194,491.1405109317915,503.08468619822526,487.49398014417517,498.8257566100387,127
86,596.587893359132,600.0478928334969,591.2583466595045,588.9496858418348,649.437087305938,653.2444603848783,632.14675595853,626.568791709657,606.7257923591327,616.6993760692573,606.4083975781971,605.1910141762175,639.188270312424,645.6787913631011,622.3018210069704,627.7087326957386,128
87,822.7313714231935,820.8526385830579,832.9602720262699,831.3734237411569,837.6893474964093,838.5293787807582,848.5592332332931,847.3107108762566,839.2003366319283,850.5678719910806,850.1950240698493,861.3307488268615,890.6510752222022,828.6219191454832,901.9108515929897,838.2929293799039,129
88,362.565032431474,290.55138435553926,363.1865139250353,288.79967871564287,325.8261453196734,321.62360564342,317.56005534659386,311.5543764100503,308.77366611130617,311.6344125951144,307.22222422512755,317.7011812939716,314.398489397835,321.674992079741,306.32569830143854,313.36590413715896,130
90,406.2394548200693,401.5772278622179,403.17974457410736,392.0229378896442,372.8004308272018,353.21245784214915,367.6871146280948,346.2950024095367,420.01834593061784,431.5345507454839,384.3913927154509,355.9701903014514,442.8867139437048,454.86964750961056,435.91954095237895,447.90247102111573,132
91,608.832127509392,582.6446081869365,529.6297767447095,483.49086585282856,552.2598045466278,563.291433381977,505.2518960951066,508.62851337734617,555.6031506600057,566.6722344330375,486.08550451239074,513.3565330686126,544.6041557152756,555.4254628609485,501.2118558510603,509.98810936874446,133
92,508.8349261104506,468.4093535894023,494.17307150278026,441.0150496529881,452.5505250873598,429.78062437411324,452.9820284689482,421.18801199583385,465.7800355627688,438.5196990619446,460.80485610739055,439.92926226385424,466.3785305799007,472.578181378148,467.0980264201661,471.31841156631174,134
93,652.6930893516306,659.2038497877779,637.0450849389831,629.8795376627677,686.9058484318039,696.3239637263565,656.8999553202212,655.3013488482787,664.8335095993381,676.1157498657619,652.4805010711743,656.1494011896798,684.9676709653711,687.3708057149436,658.2126523423278,657.854684834717,135
94,594.348127390055,554.1533402058293,539.9546486941608,536.3888574178708,547.4840597018333,544.6003849855676,554.2517150272477,539.6578345757315,559.3150203024844,567.9666596289296,547.966878579473,557.5269760638448,543.3886723076912,539.6124325843147,550.8368686690604,542.2778982552579,136
95,586.8376543502372,527.2387447223972,518.8290874265149,494.95276465374275,529.7771936659142,533.7422557983019,516.046130071222,506.13864300967396,542.6333421776877,538.538653586218,514.6037666702151,518.617856954466,523.272417075311,528.6459222804024,512.5664146485587,514.5831271638685,137
96,511.05496789118746,497.980052402283,457.89353112147774,413.69694095341924,429.46391691879086,419.5081173796319,424.0104676854197,395.9272408839588,437.3693686264155,419.79006694908423,424.94300953875364,411.6169966550755,477.61086407960283,484.3399055567273,471.8897173304415,473.41733511557817,138
97,424.0944295046945,406.49079719617794,422.55303277533693,393.7826041202754,400.3247280830314,398.9765837925127,408.09544645609895,401.5992703764848,416.6031960578719,414.58931943121297,414.37763960015076,417.06133964829405,405.24246744151367,416.0444002073778,413.4280135185258,423.78136127081245,139
98,670.8034523379473,582.0064892344514,563.2387976823355,482.85030933174505,520.0495450083031,507.7879275818516,515.9576448760089,484.2646922953969,529.6278748663709,511.3847223108996,503.9525765884585,502.21912488032643,515.1465277935486,523.2579931815808,509.97956666846136,512.4763655970543,141
99,461.3095958079798,456.52041441122424,385.0689243215341,388.01480645554204,428.38559281288906,437.30180940072313,378.73892234136287,375.28294783167667,427.6396706094343,434.839338985086,405.02013541970496,388.85420147685085,437.6031265486947,449.58606004748236,401.26699912068267,413.2499264165728,142
100,395.4783140818212,400.31390796446124,330.2814740789605,341.87151778053635,343.02904431221793,349.8434329682604,312.0428902361262,311.7296596829654,347.6703041263207,355.41042137888525,320.6002062760209,327.88061682828516,395.9991363386827,407.98206842485973,382.8700419257962,394.85298639173374,143
101,656.335784559421,613.2268580611743,648.9147770552634,602.7707794744632,627.0037289344181,635.7407654782784,618.7809678702855,625.8655463762892,630.6801623109266,642.440212187812,621.429426773429,632.0358132986343,615.26350036975,626.5480102847945,606.8734206488322,617.4504684769568,144
103,634.1187426412017,642.5045637230583,641.8259658227504,648.2096307708762,688.590802632043,699.3391529073227,678.726747360781,687.2789447234983,654.1757552370545,664.5184592831583,662.1151842917625,670.5441861995577,686.0924289489865,690.2151474312443,678.3785160757977,680.1313734546156,147
104,692.2544269225501,646.8604908021092,670.7545457694789,641.2347159204307,650.021056997854,657.9021029189173,648.5580240468568,654.3512750930989,656.6983644713969,652.7557278607293,658.6737762207729,667.9119220261249,673.0495437614072,653.4753234194949,673.5097644746322,649.8232478542652,148
105,711.8100512531763,719.4138156125777,723.7929801047733,731.3967449911091,748.903930588095,757.9895657892753,753.0780708315672,762.828994051919,737.3884993105216,749.3467433377759,748.3598697405863,759.2040472378349,760.9954638611476,749.1248658268139,767.8962139479901,752.9351060865042,149
106,814.3671997218361,780.9194872248298,675.090298605553,667.838395551529,752.9170759928211,764.8382830502879,716.6745159700781,720.3504228963136,721.8722987795055,725.6970873092281,681.7664616192133,694.5917124967676,790.7609979004878,755.4151819828904,742.5199834728865,708.990938009507,150
107,610.8104684238207,590.2237185050116,613.4782486422911,583.654550617332,614.9957577738697,622.2968068613927,603.1768642860485,608.9353901167619,603.8185206218269,610.4182494768789,602.0937410138903,613.6118748252329,609.1542362418261,616.9004276770901,597.3309476419998,604.9731956971527,152
108,432.17223086175915,442.7591328598993,433.78739018328054,443.0543774952534,462.51927663875125,474.50220728227845,459.32342670431166,471.306357168306,458.19168758816784,462.17573758120307,459.14301662782674,471.8422715364986,484.88864302379216,496.87157606880766,479.7579555630867,491.7408812103186,153
