,ID,Q_0,gamma_short,gamma_long,beta_short,beta_long,epsilon_short,epsilon_long,eta_short,eta_long
161,223.0,3.3077851823089324,8.513334262603545e-07,2.9281856864733894e-05,1.2000495328996357,0.9786701738704243,0.16735744262497923,0.14791936908001305,3.411160828269432,4.999998724819894
162,224.0,4.175307675784847,3.967164919908757e-06,0.5215777849637793,1.4957001650494126,2.017039438037698,0.1594798952296599,0.15692309012603003,2.764267940518891,2.2850808263807036
164,226.0,1.334220371139272,9.521797104546693e-07,2.069059566028656e-07,1.6231642412543499,2.388292874294493,0.252969931241748,0.2108819714070847,4.578177551286021,4.99999860045565
165,227.0,2.6063471234694253,2.8267899372365756e-07,1.0714647509790007,2.3808322827973036,1.8982920368023315,0.016302302542292896,0.05790366981722621,2.8414822584502373,2.424040220985618
166,229.0,1.0000000199170846,2.066431451150965e-08,4.425109564836549e-08,3.6768574285921245,1.3812100384202541,0.059227845217747044,2.788571458465574e-09,2.731108225673106,4.782786108471771
167,230.0,4.898790648059486,2.5834077278490167e-05,0.36062080673310787,0.9101908353277065,1.819461969429026,0.2363171830815309,0.35352081412794095,2.4527356677773717,1.949164141247744
168,231.0,4.4653056864260146,1.2306995792284319e-06,2.4740394375798793,2.3693652193730736,1.8707524298524043,0.041710268260749375,0.1439018109702499,0.35596777026427484,0.4606562520427713
169,232.0,1.1457810571618188,2.5276358370550827e-07,5.699467063410528e-07,2.473067818450441,2.392733511817754,0.03786555626856367,0.10427310162121081,3.9607585761150053,4.378941039573269
170,233.0,1.0000000642234024,2.8165383968160863e-08,0.05415943242872931,1.636314004952536,1.6386766075749775,0.09974620818614842,0.14572811088266613,3.5737649863959016,4.871874898019408
171,234.0,1.0000001595467272,1.9297205238758594e-07,8.823359674601516e-08,1.2463840099193366,1.2665887162945897,0.17626399807686885,0.1416015578653731,0.9902229904745486,4.239384289539958e-06
172,236.0,1.62678645015435,2.1278052369534046e-07,4.234237798333651e-06,2.4109895079942816,2.5625196231266667,0.013322249963818134,0.020398661119583158,2.2043248828036823,3.029306398618395
