,ID,sigma_0_short,sigma_0_long,Q_0
371,464.0,0.2837000339552809,0.6198424868582614,6.260675498117422
372,465.0,1.1244059420148225,5.999999041683759,4.347251203942962
373,466.0,0.7302180073148417,0.4313498177420139,5.4828095627015205
374,467.0,0.8607856891949546,0.211929205072037,7.157247780016351
375,468.0,0.3347323622593712,0.25049177911855464,4.365978207419884
376,469.0,0.6885783455256214,0.7406366799255116,5.763026438717555
377,470.0,2.134824283216294,1.6751454855039107,8.073351587383176
379,472.0,0.9527404986397142,5.9999995165506785,5.14241617660287
380,473.0,1.5444144662063677,1.9934630042440538,6.071507708589299
381,474.0,0.3430765144420561,1.1860716547992103,5.512738081974083
382,475.0,2.212018090851699,0.23397422064907478,6.2506491623038976
383,476.0,1.9978787360031531,1.1513813573775398,6.289249383744221
384,477.0,4.570661783546036,3.1412007258336687,9.999998608464354
385,478.0,2.24979618266203,1.8309780966228097,7.342913973922048
386,479.0,0.25220877700756505,0.15143186763744312,3.793196806125329
387,480.0,1.7099045906269628,1.048999710816156,8.053552990153618
388,481.0,1.0054103393122058,1.146489519916006,3.7099077185350775
389,482.0,0.4613936643644345,0.21906822064870676,4.987776149380538
390,483.0,1.5674022311362905,1.1343251980527407,6.637066202915014
391,484.0,0.6154352805611703,0.700574653268961,4.8652896778095975
392,485.0,0.2963138066496489,0.2032723278223827,5.414324060424448
393,486.0,2.957580639701309,2.0352000121906517,7.500823546278616
394,487.0,2.7625060515723185,2.3011817927459877,7.151696324452309
395,488.0,0.15988657123579247,0.1433056536633366,7.445201079385161
396,489.0,0.3876236326622677,0.2190714757533569,5.65533991534437
397,490.0,0.28079055957617305,0.29892811870700203,5.614701301104934
398,492.0,4.384256573055273,3.222578736890562,9.999999787116252
399,493.0,0.517161500784291,0.22150493316807263,4.0643775351396405
400,495.0,0.5218961436113871,0.5123199933183464,6.225294492442949
401,496.0,0.09532441906893308,0.054674014872505214,6.632312087858853
402,497.0,1.4889440903237507,0.19323025406938688,6.7419797861689545
403,498.0,0.8588401529806517,0.7691828066459747,5.292358819008648
404,499.0,1.4638187349565213,0.3983452899877941,6.525425630835284
405,500.0,2.2368518043826007,2.070113570783122,8.487041534454338
407,504.0,1.2396084817493724,1.3940414337164777,6.809318992136911
409,506.0,1.2901116940666897,0.5164991806028308,5.25637935295128
410,507.0,0.4571415544914559,0.430051487701721,5.24298628793564
411,508.0,0.14842176072751123,0.16217317752386964,6.391324463365654
413,510.0,0.8261310730808418,0.5690640627005824,5.099465529971321
414,511.0,2.5749910154090596,1.8240801272717593,7.860559011955776
415,512.0,0.992480160288331,0.32345936762038674,6.195884947178252
416,513.0,2.3992726973711314,0.9938582228662578,8.179950768397262
417,516.0,0.22687465068264148,3.130361405922218,6.359363184980897
