,ID,sigma_0_short,sigma_0_long,Q_0,eta_short,eta_long
116,161.0,0.13843070759070294,0.13629569669151226,5.599743723366588,0.14629376145615328,0.18657174931577752
117,162.0,0.2650785028228708,1.5957055894082581,2.7507202289805583,0.5143525995075333,4.999999595617631
121,166.0,0.8840147804323883,0.7767433561406565,4.564918068097134,0.6796279074707229,0.7686290336757063
122,167.0,1.1947293761815811,2.522490705865646,3.8618673307373914,2.1223694062726883,4.99999976614206
123,168.0,0.3783918204838971,0.38407980412553827,4.753706813683506,0.10146392067848255,0.4446681914584713
126,172.0,0.8959530475246653,1.0086281236666352,3.1866701522565184,1.7487254657998361,2.5113656610039143
128,176.0,0.9094689917735579,0.8794906777540893,4.124336031543238,1.1550785801874228,1.6225880882531027
130,178.0,0.20618613151933737,0.17535609775663752,4.742939281907015,0.2975990792380541,0.335446333799214
131,179.0,1.0053711464667436,1.5492080134259965,2.540879743411898,1.6964809285808156,2.5206600162548902
132,180.0,0.47127398732054326,0.23948568620926752,5.02110590501679,5.680479979889282e-08,0.10886301338055733
133,184.0,0.8917502939393742,0.87161054567559,4.431722043122404,0.5259254884408064,1.8866762371334322
134,185.0,0.9593703909080937,1.0237147630340038,5.230949052688658,2.686943195056744e-07,1.0502677809992078
135,186.0,1.1310491427753895,0.9374632373681512,5.075078917216244,0.2542886702677782,1.1233318486515627
136,187.0,0.5320945899913795,0.8759520952620613,3.6300794069296973,0.3368391517837496,2.404553234725967
138,189.0,1.3709000236331828,2.4416134326605774,4.707996417538119,2.6144618194912588,3.843326081355708
139,190.0,0.8421889634508306,0.9616264609228933,3.712118028288964,0.6268192950501499,1.9287073542332902
140,191.0,0.83011255549822,3.3628885618611566,5.203088947165049,1.4435721858858686,4.9999999068453675
141,192.0,0.20198292761591533,0.36509834253878715,3.3904642651321537,0.03745484159456208,0.09951904602970553
142,193.0,0.8316743155326912,0.8871816616348983,4.1492449343712705,1.5209299528653598e-08,1.2211899200208374
