,ID,Q_0,gamma_short,gamma_long,beta_long,beta_short
359,449.0,5.078017651077024,0.17630088215197998,4.7344042729501506e-07,1.0,1.0
360,450.0,6.653426870340443,2.2512678651776975e-06,1.3356495167651807,1.0,1.0
361,451.0,4.922127799115735,1.780638482631277e-07,0.09395138389058803,1.0,1.0
362,453.0,6.754860193373231,1.623372439849996e-08,0.5859481756807491,1.0,1.0
363,454.0,7.013264513308593,1.5508688016959658e-08,0.3067858338649378,1.0,1.0
364,455.0,7.619924608692882,0.2595626135869452,1.0602560895879167,1.0,1.0
365,457.0,6.555011212102699,0.7304325554050087,2.951708528083301,1.0,1.0
366,458.0,6.9820054721898,1.5643961246512886e-07,0.15805530474894625,1.0,1.0
367,459.0,6.532508414571471,3.4849692811705027e-07,1.88430537945526e-07,1.0,1.0
368,460.0,7.359375146346181,5.640964121007839e-07,0.9619045651066003,1.0,1.0
369,462.0,5.761392905778766,2.0278071449341096e-08,0.165231283753929,1.0,1.0
370,463.0,4.090218849813838,1.301915365633083e-08,1.3462203088325448,1.0,1.0
371,464.0,6.582574623804907,1.4312832145692355e-08,0.996940551688205,1.0,1.0
372,465.0,4.292332937658533,1.3458139614180963e-08,2.0563832861195737,1.0,1.0
373,466.0,5.325385925709826,1.6986370766239595e-07,1.088094539757465,1.0,1.0
374,467.0,7.723309954291989,5.678536319275815e-07,0.3646013383543789,1.0,1.0
375,468.0,4.136984206362605,1.7218073558621523e-08,0.17974559579404645,1.0,1.0
376,469.0,6.170378845383721,1.1126708513812997e-07,0.034931121556255856,1.0,1.0
377,470.0,7.555063376103719,2.2841649612840508e-07,1.3660908592843481,1.0,1.0
379,472.0,4.998168088188613,1.4575918447137031e-08,2.9029242863298657,1.0,1.0
380,473.0,5.8138458067048395,1.4373291279991528e-08,1.1648568743208734,1.0,1.0
381,474.0,5.820268062947491,1.536487460447946e-08,0.3889950699797762,1.0,1.0
382,475.0,5.353017809113392,1.538086090624838e-08,2.346680760872243,1.0,1.0
383,476.0,6.169321528706307,1.7059673717913098e-08,0.6668796882344983,1.0,1.0
384,477.0,8.024366433537343,1.6031002842362828e-08,1.6070252557519578,1.0,1.0
385,478.0,6.910029896575239,1.6245154308614072e-08,1.00468013864905,1.0,1.0
386,479.0,3.8080804244170467,1.2995241745610247e-07,2.38842934513061e-07,1.0,1.0
387,480.0,7.997396328267287,1.7696043025160928e-06,0.9420670184425861,1.0,1.0
388,481.0,3.558392392931404,1.3255138790667355e-07,0.01785049043290919,1.0,1.0
389,482.0,4.946252615173777,1.4858586380761083e-07,0.1453414337232955,1.0,1.0
390,483.0,6.7200254741105505,1.589934735696735e-08,0.5421341050580019,1.0,1.0
391,484.0,4.583832898190497,1.4495083669935547e-08,1.0974878728972886,1.0,1.0
392,485.0,5.53786200914652,1.3991062030087077e-07,0.15837760238386558,1.0,1.0
393,486.0,6.776557730521176,1.4929354189993362e-08,1.1019441354270816,1.0,1.0
394,487.0,5.936932286282258,1.0486815333834544e-07,2.158900710013307,1.0,1.0
395,488.0,7.836012619278778,9.595874161677083e-07,3.785443793729199e-07,1.0,1.0
396,489.0,6.011879872555001,1.1875771570999045e-07,0.18102121742755212,1.0,1.0
397,490.0,5.56687126622523,7.023209844003803e-07,0.43666729969824447,1.0,1.0
398,492.0,8.184312264423783,1.5934728405565038e-07,0.9918720181464097,1.0,1.0
399,493.0,3.206874012437711,1.8725457992639417e-08,0.19643670997313517,1.0,1.0
400,495.0,6.4120076282610885,1.727208874440274e-08,0.6831699001822911,1.0,1.0
401,496.0,4.430727176597999,1.375023985916936,1.7672127433703206,1.0,1.0
402,497.0,6.507911643828117,1.7158857475506892e-08,1.6095725499187314,1.0,1.0
403,498.0,5.658305014244583,1.3828014899198574e-08,0.1628950838101732,1.0,1.0
404,499.0,6.836184409710918,1.7714370551235868e-08,0.47227196754252543,1.0,1.0
405,500.0,8.019069753352934,0.19464557503909946,0.8094178190723849,1.0,1.0
407,504.0,6.84550165506063,0.7355617989421035,1.6284063850445225e-07,1.0,1.0
409,506.0,5.183790746352161,0.14554508659323012,9.125218140167765e-07,1.0,1.0
410,507.0,4.8915949542728265,1.2918474926096868e-08,1.7189227025573932,1.0,1.0
411,508.0,6.33795839957075,1.824192406267283e-08,1.038240358576494,1.0,1.0
413,510.0,4.984098281694245,1.473785583383593e-08,0.4927387386485892,1.0,1.0
414,511.0,7.368214754540791,1.4449191281356688e-08,0.7911455506735388,1.0,1.0
415,512.0,6.059808496147485,1.622327267741532e-08,1.2270755541789773,1.0,1.0
416,513.0,7.320090405331592,2.2851108977625766e-08,2.353005933727896,1.0,1.0
417,516.0,6.524295802844758,1.5357170685684342e-08,0.8323878233517268,1.0,1.0
419,518.0,5.9898803758630335,1.4794152073525317e-08,2.7971115179560457,1.0,1.0
421,520.0,5.065882175690639,0.23225335397703306,1.476425155096448e-08,1.0,1.0
422,521.0,5.168474649995623,1.3427023208769199e-08,0.5911521253220934,1.0,1.0
423,522.0,5.442983738025949,1.6255658741805872e-08,0.7891181799673528,1.0,1.0
424,523.0,4.756340783921747,9.952807317559907e-08,0.8736075101933456,1.0,1.0
425,524.0,3.9988193377531642,7.957789156365342e-08,5.639707239683541e-07,1.0,1.0
426,525.0,3.560298175496714,0.9645795427379871,1.2781387219862816,1.0,1.0
427,526.0,4.855734699612865,0.914571618353238,1.4209842869563038e-07,1.0,1.0
429,528.0,4.9075806485701055,1.9303624364128178e-07,2.8226673611893185,1.0,1.0
430,530.0,6.220098423293127,1.1629220051189006e-07,0.49595548807229134,1.0,1.0
431,531.0,7.30226104356273,1.7598536847076846e-08,0.9288082121915993,1.0,1.0
432,533.0,7.663511675967852,1.9554955877673773e-08,2.0067962538124218,1.0,1.0
433,534.0,5.087098776726892,1.2199958198559946e-07,1.7899785842120095,1.0,1.0
434,535.0,6.1550644148301386,1.5774772794331226e-08,1.7035106848913104,1.0,1.0
435,538.0,6.129119822461665,9.228561431543203e-06,1.7669850845954802,1.0,1.0
436,539.0,5.560899924191954,1.3462422808826566e-08,1.9255195475245435,1.0,1.0
437,540.0,7.4573720221535185,3.4789952740747575e-07,0.7142658154081423,1.0,1.0
438,542.0,7.404781428122746,1.856888042459777e-07,9.565667320178295e-07,1.0,1.0
439,543.0,5.026753074027501,1.4701128182404348e-08,2.2647914562110714,1.0,1.0
440,544.0,1.000000003931615,1.4862877073225548e-08,1.3866328703940752e-08,1.0,1.0
441,545.0,1.000000018406856,1.6189484037575532e-08,1.9205116410707403e-08,1.0,1.0
442,546.0,6.577705946618657,1.551714513670234e-07,0.5121567529860723,1.0,1.0
443,547.0,7.550669584026759,1.527351137462708e-08,0.37629438814823374,1.0,1.0
444,548.0,5.3739849140967495,0.01540812930089851,3.403410108180376e-07,1.0,1.0
445,549.0,4.581914603351327,1.6656516583862887e-08,2.1222904582206485,1.0,1.0
446,550.0,6.233501867166763,1.9090272935481565e-08,0.7027866242880638,1.0,1.0
447,551.0,5.8760194115833,1.4876070241751537e-08,1.9200968911800693,1.0,1.0
448,552.0,4.346785322302135,1.1149888358410531e-07,8.075107082441384e-07,1.0,1.0
449,553.0,4.751763599774194,1.409536982699901e-08,1.4910553393204553,1.0,1.0
451,555.0,5.16349750286358,1.5665308092665713e-08,0.4700114716331696,1.0,1.0
452,556.0,5.754925694346367,3.056620142561741e-07,0.794115756092343,1.0,1.0
453,557.0,4.76190511890074,9.996366422303772e-08,0.3112841693488966,1.0,1.0
454,558.0,6.996012907534904,1.742107590851593e-08,4.456364581612609e-08,1.0,1.0
455,559.0,5.354410222045714,0.4721920566867509,4.5435628615681314e-07,1.0,1.0
456,560.0,5.285086025709359,1.8157984818199182e-07,0.45991904474390793,1.0,1.0
457,561.0,6.155932822377274,1.3548806454681225e-08,2.9999999910319057,1.0,1.0
459,565.0,6.969216707136771,1.5807555791409315e-08,0.5189592149712815,1.0,1.0
460,566.0,3.049820122989944,1.3772047837960163e-08,0.6101163649312085,1.0,1.0
461,569.0,5.822873686408523,1.5573754644163774e-08,1.0720708295324852,1.0,1.0
462,570.0,5.8154629408619805,1.5569418153290285e-08,1.675137537172669,1.0,1.0
463,571.0,1.0000000056009368,2.245583748895202e-08,1.4184199988045095e-08,1.0,1.0
464,573.0,4.899831636604786,1.4982334488644664e-08,0.16229926712238882,1.0,1.0
465,574.0,7.743770413001969,1.6627404321325095e-08,2.7276573020841393,1.0,1.0
466,575.0,6.240411133807994,1.4798106613775822e-07,1.9281153003771099,1.0,1.0
467,576.0,6.260896775349947,1.781530439658855e-08,1.0270627024708168,1.0,1.0
468,577.0,6.0925844281774495,1.6534213893343785e-08,2.254260618946675,1.0,1.0
469,578.0,6.372109157496072,1.605698498977548e-08,1.372519614529255,1.0,1.0
470,579.0,6.408556852573279,2.198743496528839e-08,0.5853276927402163,1.0,1.0
471,580.0,6.602143786970503,1.5657254014892706e-08,1.453779865687675,1.0,1.0
472,581.0,5.5792292249489455,1.1790973844912962e-07,1.103335760649122,1.0,1.0
473,582.0,5.296940641059894,1.5463251855340975e-08,0.9345405366001527,1.0,1.0
474,583.0,4.863542228079372,1.3479312845466611e-08,1.1257010071393951,1.0,1.0
475,584.0,6.2546973305807585,9.463469229359245e-08,0.6139538737398802,1.0,1.0
476,585.0,3.0867433813367176,0.1739544939499288,1.565181281699252e-08,1.0,1.0
477,586.0,8.39228379676619,3.341793398242233e-07,1.1652921190743755,1.0,1.0
478,587.0,6.774275419632063,2.3246990072628202e-07,0.650652585533831,1.0,1.0
479,589.0,7.531997645078114,3.974595470456065e-07,0.20450148119629316,1.0,1.0
480,590.0,1.07311798258519,1.3037470274188406e-07,3.415169174034029e-07,1.0,1.0
481,591.0,4.408576187681034,1.6708436624155418e-07,3.3655393130327374e-07,1.0,1.0
482,592.0,7.035769754134685,1.5191768552149094e-08,0.16666491632885388,1.0,1.0
483,593.0,6.326098921943157,1.4548195796193673e-07,0.66154959252025,1.0,1.0
484,594.0,7.625046351125352,1.7606711277710152e-08,0.3003625886670524,1.0,1.0
487,598.0,6.657653205170792,4.631335789703573e-07,2.295469933246428,1.0,1.0
488,599.0,4.508301975759219,1.401790720706895e-08,0.8715183973110814,1.0,1.0
489,602.0,5.642728903014661,1.6414140395477988e-08,0.846115812477479,1.0,1.0
492,605.0,7.083016598710954,1.6269746921003733e-07,8.037570627054362e-07,1.0,1.0
493,606.0,8.409442775572,0.2509342152672347,1.357135735380345e-07,1.0,1.0
494,607.0,7.142215100434542,0.4474361149670484,1.2259781946151224e-06,1.0,1.0
495,610.0,5.134644998694674,0.19923096390450526,2.0649813238688733e-07,1.0,1.0
496,611.0,5.687498025133429,4.3642272393628334e-07,0.9500205680685658,1.0,1.0
497,612.0,5.158241619672448,1.27015827385366e-08,2.999999993535206,1.0,1.0
498,614.0,3.9023778234570172,1.6770878671560767e-08,0.08418121121138968,1.0,1.0
499,615.0,4.015471233493818,1.3507133976108218e-08,1.5658910930580672,1.0,1.0
500,616.0,6.2093616205139295,1.5455335006276067e-08,0.24734605201173532,1.0,1.0
501,617.0,6.325921070064759,1.1264057641179799e-07,0.9083100792023987,1.0,1.0
503,619.0,6.866981663821994,2.1624658929891862e-07,1.2256585751654963,1.0,1.0
504,620.0,6.757520638376645,1.5069882717334082e-08,0.6083060588477593,1.0,1.0
505,621.0,6.8411731340902024,3.283861571565986e-07,0.24284489971297785,1.0,1.0
506,622.0,6.62517634335944,1.1366153093956704e-07,0.5936562498958409,1.0,1.0
507,623.0,5.133984946158467,1.4462236206886786e-08,1.6283083044022493,1.0,1.0
508,624.0,6.025573348501508,1.4021554144288377e-07,2.500659487205606e-06,1.0,1.0
509,625.0,6.1143944445234375,1.6417477858951366e-08,0.4558045114884203,1.0,1.0
510,626.0,6.011738233605363,1.750643013523752e-08,1.3744321945890416,1.0,1.0
512,629.0,6.866667528159989,2.5045823428998065e-08,1.0200136601768444,1.0,1.0
513,630.0,5.719787845778227,1.3484053090198053e-07,0.5201825895656204,1.0,1.0
514,631.0,6.724858118722129,1.7030078961926567e-08,2.764066758931801,1.0,1.0
515,632.0,6.055778882212798,1.1142316322976828e-06,1.1037935749654095,1.0,1.0
516,633.0,4.1436008237011634,1.3574363773609411e-08,1.302193004576021,1.0,1.0
517,634.0,4.9641702649232995,0.10518289503376352,3.2727664414256865e-06,1.0,1.0
518,635.0,5.589902800342354,1.898089121679083e-08,2.0547582722806697,1.0,1.0
519,636.0,8.04948071281379,0.5447103429451928,1.7345281049439977e-08,1.0,1.0
520,637.0,8.728567014932278,9.108090142247829e-07,0.36139183471917863,1.0,1.0
521,638.0,5.30019346524467,1.7260473803332118e-08,1.0852565228566575,1.0,1.0
522,639.0,4.357536521134113,2.1689655154568046e-07,0.0887306283409423,1.0,1.0
523,640.0,4.502450421893882,0.2177959761611775,1.738253460627783e-08,1.0,1.0
524,641.0,6.527498612438134,0.0184589856152141,1.5333828235737038e-07,1.0,1.0
526,643.0,6.761885663173777,1.6426818742130433e-07,0.7749453426566775,1.0,1.0
527,644.0,5.052207713025102,1.31566176580756e-07,0.06846936145883116,1.0,1.0
528,645.0,4.402594022893709,0.2754742288526413,1.2647195957213196e-07,1.0,1.0
529,647.0,6.975723171636805,2.3514007764168158e-07,0.9135527329602802,1.0,1.0
530,648.0,6.54915159459123,1.773753698239404e-08,1.266281643437884,1.0,1.0
531,649.0,8.16712293665077,5.208108883359242e-08,0.030495045449413213,1.0,1.0
532,651.0,4.276789200257805,1.4609191236131056e-08,2.7512388309940254,1.0,1.0
534,654.0,5.072082127528651,1.5665680843912372e-08,2.74884572900945,1.0,1.0
535,655.0,6.357150680956359,1.7438686797455032e-07,0.07552701223058986,1.0,1.0
536,656.0,7.807806647212463,0.1394764847668205,1.5015312068851446e-07,1.0,1.0
537,657.0,7.618721596274952,3.026085545423433e-07,0.982279586958663,1.0,1.0
538,658.0,4.856426672156958,1.6919295783424918e-07,1.023833351506104,1.0,1.0
539,659.0,6.12214714332516,2.244219634453105e-08,1.7622044271594521,1.0,1.0
541,661.0,4.304384992013257,1.1223228366471345e-06,0.7918075930787323,1.0,1.0
542,662.0,5.4823520425078165,2.0752311794483209e-07,0.33092639618127817,1.0,1.0
543,663.0,4.588528625749716,0.3412186357336072,3.134512309499068e-07,1.0,1.0
544,664.0,6.2110600271225955,1.529511581202513e-08,0.9481137357567203,1.0,1.0
545,665.0,6.869731874091989,0.9342241600691064,0.7854266428058858,1.0,1.0
548,668.0,3.884183836128055,5.384728168334145e-07,1.8051349024255956e-07,1.0,1.0
549,669.0,5.30010911029618,1.5249618264471924e-08,2.295588127055945,1.0,1.0
550,670.0,1.0000000016549921,1.1515651166936972e-08,1.1944345705878664e-08,1.0,1.0
552,673.0,8.00438362828144,3.39894327979051e-07,0.3201278900604704,1.0,1.0
553,674.0,3.003621439444702,2.999999989226472,2.3479537548735987,1.0,1.0
554,675.0,3.2627750386828036,1.7551551972708628e-08,1.3500608815730675,1.0,1.0
555,676.0,6.789163179339876,1.8748989254748446e-07,1.354234286635837,1.0,1.0
556,677.0,4.67150673002763,1.3011522215792282e-08,1.4538692589682116,1.0,1.0
558,681.0,7.10879066760397,6.129515926257832e-08,1.8850920925643133,1.0,1.0
559,682.0,6.88169361335823,3.317269260601303e-07,1.0765403164999248,1.0,1.0
560,683.0,6.719996217482129,2.7048426178250425e-07,0.7968130202657178,1.0,1.0
562,685.0,4.6028780552022095,1.3144142705728342e-08,0.2644109462121432,1.0,1.0
564,687.0,7.041718810326304,1.6556491370321214e-08,1.0024646593872797,1.0,1.0
566,689.0,5.008039063658151,2.902675834364738e-07,3.5423262780950046e-07,1.0,1.0
567,690.0,6.24464056953983,1.768045500094692e-07,0.213850539867359,1.0,1.0
568,691.0,8.748838603904833,5.331847302446785e-08,0.06826177231169267,1.0,1.0
570,693.0,4.8760557670399365,1.1448866508311092e-08,2.999999997766317,1.0,1.0
572,695.0,4.583399075394603,1.3492369815881366e-08,1.0080967263487037,1.0,1.0
574,698.0,4.686160029934529,1.3052107775289122e-08,2.999999995314888,1.0,1.0
576,700.0,3.239260992955535,1.4247897893037408e-08,1.555749071663793,1.0,1.0
578,702.0,5.215253701845292,1.5098692112667976e-07,0.6091821101669235,1.0,1.0
579,703.0,6.916071262114209,0.15545911357379405,0.1923264194646418,1.0,1.0
581,706.0,5.5420251098613935,1.1832696615898065e-07,0.8269829010835592,1.0,1.0
582,707.0,3.666452418128866,1.4188154288924614e-06,0.07575353294503476,1.0,1.0
583,708.0,4.849958507145738,1.384606468033741e-08,0.2017035042099125,1.0,1.0
584,709.0,6.315347393338052,1.0492686992481865e-07,1.2118279571430937,1.0,1.0
585,710.0,4.534665737000355,1.6796786448687794e-08,2.881542248352866,1.0,1.0
586,711.0,7.525100501554127,1.986167135981247e-08,0.7777051055432322,1.0,1.0
587,712.0,8.762872120563758,6.846768899052943e-07,4.765688057524558e-07,1.0,1.0
588,713.0,1.0000000118089514,1.4843883601503798e-08,1.9941482028629113e-08,1.0,1.0
589,715.0,5.260835490267086,5.094624994112402e-07,0.431337100738475,1.0,1.0
590,716.0,5.52328068041988,1.4146552734071989e-08,2.3007224620850386,1.0,1.0
591,717.0,7.458404892332489,4.255047676047048e-08,1.1090655233323807,1.0,1.0
592,718.0,5.738876873634012,7.178035410872214e-08,0.09213548274411804,1.0,1.0
593,719.0,5.055995334025552,2.410915217803196e-07,0.20617613294857387,1.0,1.0
595,721.0,6.879183993453152,2.1331665640184207e-08,0.40531428313558543,1.0,1.0
596,723.0,6.205004351466078,1.6499582265910487e-08,0.0855771713926889,1.0,1.0
597,724.0,6.475920328805582,1.56154830581143e-08,0.5249960125794771,1.0,1.0
598,726.0,5.33999543751807,1.3801028824739207e-08,0.7184660263064707,1.0,1.0
599,727.0,7.1959175545028815,2.2622721397621072e-07,1.5193062008768758,1.0,1.0
600,728.0,6.20971745836374,1.5865338633605674e-08,0.509993558488164,1.0,1.0
601,729.0,5.664593285187681,8.159315251861665e-07,0.08163185565791223,1.0,1.0
602,730.0,8.244616506028358,1.9463702299947478e-08,1.6290150029910728,1.0,1.0
603,731.0,5.2971829281871585,1.6054469368380614e-08,2.177640001280324,1.0,1.0
604,732.0,7.854393472271835,1.601061157281665e-07,0.2633975667158108,1.0,1.0
605,733.0,6.376159115328855,1.2735514438279072,1.1373189352974413,1.0,1.0
606,734.0,8.808178545052254,1.5897515646296888e-07,0.052206281502740134,1.0,1.0
607,735.0,6.437231049122982,3.552938481725797e-07,0.5436317353990374,1.0,1.0
608,736.0,7.253898186337638,1.1508337514102016e-07,0.278302831929284,1.0,1.0
609,737.0,6.647691178462301,1.6791341434675174e-08,0.15531096633772062,1.0,1.0
611,739.0,6.483822242660963,9.606694272224489e-08,1.7232080487986767,1.0,1.0
612,741.0,7.296888629115108,1.0940170322310212e-06,0.766581294939489,1.0,1.0
613,742.0,3.911162263612323,0.11249313941957449,1.4300214024870746e-07,1.0,1.0
614,743.0,7.2489166057416305,5.6310020106052203e-08,0.3873516958859258,1.0,1.0
615,744.0,5.404011604549292,1.3621501055729483e-07,0.5776094767862097,1.0,1.0
616,745.0,5.943048625203492,1.4720492323061286e-08,0.32340533206355143,1.0,1.0
617,746.0,5.433436142056039,9.93304013668786e-08,0.35468070063213475,1.0,1.0
618,747.0,5.313237048108341,3.725692347774265e-07,0.23902166100814293,1.0,1.0
619,748.0,6.130499477540709,1.0952823935650576e-07,0.031259516624590984,1.0,1.0
620,749.0,3.4982179136003455,0.006696821446252658,9.12071237430319e-08,1.0,1.0
621,750.0,7.987541219641067,0.28893222565468263,2.758391709804968e-07,1.0,1.0
622,751.0,5.594149210453264,1.352592300687257e-08,1.499373624833562,1.0,1.0
623,752.0,5.330803510354612,1.627194664177721e-08,2.040249379290007,1.0,1.0
624,753.0,5.699514391379822,1.2899538266735549e-08,0.4149885749921893,1.0,1.0
625,754.0,6.9157327878264026,1.5823424766067214e-08,0.5005421709928468,1.0,1.0
626,755.0,5.057143160582559,1.588706425523998e-07,0.7787767165906917,1.0,1.0
628,757.0,7.183407834613156,1.5932707518329984e-08,0.4929589077078573,1.0,1.0
629,758.0,7.20407900175714,2.1467977937807838e-07,0.5562068378080351,1.0,1.0
630,760.0,6.656198242403722,1.131101908084267e-06,0.05922528527213593,1.0,1.0
632,763.0,6.080495644944346,2.2508675009989482e-08,0.3550237360482118,1.0,1.0
633,764.0,5.5462448182465485,1.8100646282902374e-08,0.624327691501154,1.0,1.0
636,767.0,2.4616833809876395,1.502482150330444e-08,0.87965265752933,1.0,1.0
637,768.0,7.676357205043557,3.0128905408409796e-07,0.4846125602880111,1.0,1.0
638,769.0,6.204042771598128,1.5428884858943364e-08,1.8723079010098387,1.0,1.0
639,770.0,5.4061891198606915,3.1242385686806196e-06,0.8158643347520614,1.0,1.0
642,773.0,5.0104775565985475,1.8490139858699652e-07,0.13834732189713886,1.0,1.0
643,777.0,6.909129574988611,1.658970921096539e-07,1.3131092662373742,1.0,1.0
644,778.0,3.7583833577445573,0.20121469871390146,0.7373706074276863,1.0,1.0
645,779.0,6.418652321457586,1.5111071957657434e-08,0.49113970176055793,1.0,1.0
647,781.0,6.709374323863634,1.4745510673272835e-08,0.2745593251497295,1.0,1.0
648,782.0,6.018775592967804,1.6514744871763014e-08,0.9871960447184908,1.0,1.0
649,783.0,6.015010110111454,1.5884376071662414e-07,0.3631415621787049,1.0,1.0
650,784.0,7.787813885961518,2.0395188534974007e-07,1.7957429521066122,1.0,1.0
651,785.0,6.478506685434274,1.4618242420869797e-08,0.6134616487692487,1.0,1.0
652,788.0,4.432367980150341,1.3768649330969038e-08,1.6691521568316745,1.0,1.0
653,789.0,4.5092071307785355,1.4188412875398023e-08,0.5819746875818483,1.0,1.0
654,790.0,6.300873802057854,1.9660032149293059e-07,0.1888517867613629,1.0,1.0
656,792.0,6.449532168651116,1.932382083748924e-07,0.6027135843345967,1.0,1.0
